Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398619-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6_BEO"
463,12/08/23 20:00:00,1,1,1,1,,,,,
464,12/08/23 21:00:00,1,1,1,1,,,,,
465,12/08/23 22:00:00,1,1,1,1,,,,,
466,12/08/23 23:00:00,1,1,1,1,,,,,
467,12/09/23 00:00:00,1,1,1,1,,,,,
468,12/09/23 01:00:00,1,1,1,1,,,,,
469,12/09/23 02:00:00,1,1,1,1,,,,,
470,12/09/23 03:00:00,1,1,1,1,,,,,
471,12/09/23 04:00:00,1,1,1,1,,,,,
472,12/09/23 05:00:00,1,1,1,1,,,,,
473,12/09/23 06:00:00,1,1,1,1,,,,,
474,12/09/23 07:00:00,1,1,1,1,,,,,
475,12/09/23 08:00:00,1,1,1,1,,,,,
476,12/09/23 09:00:00,1,1,1,1,,,,,
477,12/09/23 10:00:00,1,1,1,1,,,,,
478,12/09/23 11:00:00,1,1,1,1,,,,,
479,12/09/23 12:00:00,1,1,1,1,,,,,
480,12/09/23 13:00:00,1,1,1,1,,,,,
481,12/09/23 14:00:00,1,1,1,1,,,,,
482,12/09/23 15:00:00,1,1,1,1,,,,,
483,12/09/23 16:00:00,1,1,1,1,,,,,
484,12/09/23 17:00:00,1,1,1,1,,,,,
485,12/09/23 18:00:00,1,1,1,1,,,,,
486,12/09/23 19:00:00,1,1,1,1,,,,,
487,12/09/23 20:00:00,1,1,1,1,,,,,
488,12/09/23 21:00:00,1,1,1,1,,,,,
489,12/09/23 22:00:00,1,1,1,1,,,,,
490,12/09/23 23:00:00,1,1,1,1,,,,,
491,12/10/23 00:00:00,1,1,1,1,,,,,
492,12/10/23 01:00:00,1,1,1,1,,,,,
493,12/10/23 02:00:00,1,1,1,1,,,,,
494,12/10/23 03:00:00,1,1,1,1,,,,,
495,12/10/23 04:00:00,1,1,1,1,,,,,
496,12/10/23 05:00:00,1,1,1,1,,,,,
497,12/10/23 06:00:00,1,1,1,1,,,,,
498,12/10/23 07:00:00,1,1,1,1,,,,,
499,12/10/23 08:00:00,1,1,1,1,,,,,
500,12/10/23 09:00:00,1,1,1,1,,,,,
501,12/10/23 10:00:00,1,1,1,1,,,,,
502,12/10/23 11:00:00,1,1,1,1,,,,,
503,12/10/23 12:00:00,1,1,1,1,,,,,
504,12/10/23 13:00:00,1,1,1,1,,,,,
505,12/10/23 14:00:00,1,1,1,1,,,,,
506,12/10/23 15:00:00,1,1,1,1,,,,,
507,12/10/23 16:00:00,1,1,1,1,,,,,
508,12/10/23 17:00:00,1,1,1,1,,,,,
509,12/10/23 18:00:00,1,1,1,1,,,,,
510,12/10/23 19:00:00,1,1,1,1,,,,,
511,12/10/23 20:00:00,1,1,1,1,,,,,
512,12/10/23 21:00:00,1,1,1,1,,,,,
513,12/10/23 22:00:00,1,1,1,1,,,,,
514,12/10/23 23:00:00,1,1,1,1,,,,,
515,12/11/23 00:00:00,1,1,1,1,,,,,
516,12/11/23 01:00:00,1,1,1,1,,,,,
517,12/11/23 02:00:00,1,1,1,1,,,,,
518,12/11/23 03:00:00,1,1,1,1,,,,,
519,12/11/23 04:00:00,1,1,1,1,,,,,
520,12/11/23 05:00:00,1,1,1,1,,,,,
521,12/11/23 06:00:00,1,1,1,1,,,,,
522,12/11/23 07:00:00,1,1,1,1,,,,,
523,12/11/23 08:00:00,1,1,1,1,,,,,
524,12/11/23 09:00:00,1,1,1,1,,,,,
525,12/11/23 10:00:00,1,1,1,1,,,,,
526,12/11/23 11:00:00,1,1,1,1,,,,,
527,12/11/23 12:00:00,1,1,1,1,,,,,
528,12/11/23 13:00:00,1,1,1,1,,,,,
529,12/11/23 14:00:00,1,1,1,1,,,,,
530,12/11/23 15:00:00,1,1,1,1,,,,,
531,12/11/23 16:00:00,1,1,1,1,,,,,
532,12/11/23 17:00:00,1,1,1,1,,,,,
533,12/11/23 18:00:00,1,1,1,1,,,,,
534,12/11/23 19:00:00,1,1,1,1,,,,,
535,12/11/23 20:00:00,1,1,1,1,,,,,
536,12/11/23 21:00:00,1,1,1,1,,,,,
537,12/11/23 22:00:00,1,1,1,1,,,,,
538,12/11/23 23:00:00,1,1,1,1,,,,,
539,12/12/23 00:00:00,1,1,1,1,,,,,
540,12/12/23 01:00:00,1,1,1,1,,,,,
541,12/12/23 02:00:00,1,1,1,1,,,,,
542,12/12/23 03:00:00,1,1,1,1,,,,,
543,12/12/23 04:00:00,1,1,1,1,,,,,
544,12/12/23 05:00:00,1,1,1,1,,,,,
545,12/12/23 06:00:00,1,1,1,1,,,,,
546,12/12/23 07:00:00,1,1,1,1,,,,,
547,12/12/23 08:00:00,1,1,1,1,,,,,
548,12/12/23 09:00:00,1,1,1,1,,,,,
549,12/12/23 10:00:00,1,1,1,1,,,,,
550,12/12/23 11:00:00,1,1,1,1,,,,,
551,12/12/23 12:00:00,1,1,1,1,,,,,
552,12/12/23 13:00:00,1,1,1,1,,,,,
553,12/12/23 14:00:00,1,1,1,1,,,,,
554,12/12/23 15:00:00,1,1,1,1,,,,,
555,12/12/23 16:00:00,1,1,1,1,,,,,
556,12/12/23 17:00:00,1,1,1,1,,,,,
557,12/12/23 18:00:00,1,1,1,1,,,,,
558,12/12/23 19:00:00,1,1,1,1,,,,,
559,12/12/23 20:00:00,1,1,1,1,,,,,
560,12/12/23 21:00:00,1,1,1,1,,,,,
561,12/12/23 22:00:00,1,1,1,1,,,,,
562,12/12/23 23:00:00,1,1,1,1,,,,,
563,12/13/23 00:00:00,1,1,1,1,,,,,
564,12/13/23 01:00:00,1,1,1,1,,,,,
565,12/13/23 02:00:00,1,1,1,1,,,,,
566,12/13/23 03:00:00,1,1,1,1,,,,,
567,12/13/23 04:00:00,1,1,1,1,,,,,
568,12/13/23 05:00:00,1,1,1,1,,,,,
569,12/13/23 06:00:00,1,1,1,1,,,,,
570,12/13/23 07:00:00,1,1,1,1,,,,,
571,12/13/23 08:00:00,1,1,1,1,,,,,
572,12/13/23 09:00:00,1,1,1,1,,,,,
573,12/13/23 10:00:00,1,1,1,1,,,,,
574,12/13/23 11:00:00,1,1,1,1,,,,,
575,12/13/23 12:00:00,1,1,1,1,,,,,
576,12/13/23 13:00:00,1,1,1,1,,,,,
577,12/13/23 14:00:00,1,1,1,1,,,,,
578,12/13/23 15:00:00,1,1,1,1,,,,,
579,12/13/23 16:00:00,1,1,1,1,,,,,
580,12/13/23 17:00:00,1,1,1,1,,,,,
581,12/13/23 18:00:00,1,1,1,1,,,,,
582,12/13/23 19:00:00,1,1,1,1,,,,,
583,12/13/23 20:00:00,1,1,1,1,,,,,
584,12/13/23 21:00:00,1,1,1,1,,,,,
585,12/13/23 22:00:00,1,1,1,1,,,,,
586,12/13/23 23:00:00,1,1,1,1,,,,,
587,12/14/23 00:00:00,1,1,1,1,,,,,
588,12/14/23 01:00:00,1,1,1,1,,,,,
589,12/14/23 02:00:00,1,1,1,1,,,,,
590,12/14/23 03:00:00,1,1,1,1,,,,,
591,12/14/23 04:00:00,1,1,1,1,,,,,
592,12/14/23 05:00:00,1,1,1,1,,,,,
593,12/14/23 06:00:00,1,1,1,1,,,,,
594,12/14/23 07:00:00,1,1,1,1,,,,,
595,12/14/23 08:00:00,1,1,1,1,,,,,
596,12/14/23 09:00:00,1,1,1,1,,,,,
597,12/14/23 10:00:00,1,1,1,1,,,,,
598,12/14/23 11:00:00,1,1,1,1,,,,,
599,12/14/23 12:00:00,1,1,1,1,,,,,
600,12/14/23 13:00:00,1,1,1,1,,,,,
601,12/14/23 14:00:00,1,1,1,1,,,,,
602,12/14/23 15:00:00,1,1,1,1,,,,,
603,12/14/23 16:00:00,1,1,1,1,,,,,
604,12/14/23 17:00:00,1,1,1,1,,,,,
605,12/14/23 18:00:00,1,1,1,1,,,,,
606,12/14/23 19:00:00,1,1,1,1,,,,,
607,12/14/23 20:00:00,1,1,1,1,,,,,
608,12/14/23 21:00:00,1,1,1,1,,,,,
609,12/14/23 22:00:00,1,1,1,1,,,,,
610,12/14/23 23:00:00,1,1,1,1,,,,,
611,12/15/23 00:00:00,1,1,1,1,,,,,
612,12/15/23 01:00:00,1,1,1,1,,,,,
613,12/15/23 02:00:00,1,1,1,1,,,,,
614,12/15/23 03:00:00,1,1,1,1,,,,,
615,12/15/23 04:00:00,1,1,1,1,,,,,
616,12/15/23 05:00:00,1,1,1,1,,,,,
617,12/15/23 06:00:00,1,1,1,1,,,,,
618,12/15/23 07:00:00,1,1,1,1,,,,,
619,12/15/23 08:00:00,1,1,1,1,,,,,
620,12/15/23 09:00:00,1,1,1,1,,,,,
621,12/15/23 10:00:00,1,1,1,1,,,,,
622,12/15/23 11:00:00,1,1,1,1,,,,,
623,12/15/23 12:00:00,1,1,1,1,,,,,
624,12/15/23 13:00:00,1,1,1,1,,,,,
625,12/15/23 14:00:00,1,1,1,1,,,,,
626,12/15/23 15:00:00,1,1,1,1,,,,,
627,12/15/23 16:00:00,1,1,1,1,,,,,
628,12/15/23 17:00:00,1,1,1,1,,,,,
629,12/15/23 18:00:00,1,1,1,1,,,,,
630,12/15/23 19:00:00,1,1,1,1,,,,,
631,12/15/23 20:00:00,1,1,1,1,,,,,
632,12/15/23 21:00:00,1,1,1,1,,,,,
633,12/15/23 22:00:00,1,1,1,1,,,,,
634,12/15/23 23:00:00,1,1,1,1,,,,,
635,12/16/23 00:00:00,1,1,1,1,,,,,
636,12/16/23 01:00:00,1,1,1,1,,,,,
637,12/16/23 02:00:00,1,1,1,1,,,,,
638,12/16/23 03:00:00,1,1,1,1,,,,,
639,12/16/23 04:00:00,1,1,1,1,,,,,
640,12/16/23 05:00:00,1,1,1,1,,,,,
641,12/16/23 06:00:00,1,1,1,1,,,,,
642,12/16/23 07:00:00,1,1,1,1,,,,,
643,12/16/23 08:00:00,1,1,1,1,,,,,
644,12/16/23 09:00:00,1,1,1,1,,,,,
645,12/16/23 10:00:00,1,1,1,1,,,,,
646,12/16/23 11:00:00,1,1,1,1,,,,,
647,12/16/23 12:00:00,1,1,1,1,,,,,
648,12/16/23 13:00:00,1,1,1,1,,,,,
649,12/16/23 14:00:00,1,1,1,1,,,,,
650,12/16/23 15:00:00,1,1,1,1,,,,,
651,12/16/23 16:00:00,1,1,1,1,,,,,
652,12/16/23 17:00:00,1,1,1,1,,,,,
653,12/16/23 18:00:00,1,1,1,1,,,,,
654,12/16/23 19:00:00,1,1,1,1,,,,,
655,12/16/23 20:00:00,1,1,1,1,,,,,
656,12/16/23 21:00:00,1,1,1,1,,,,,
657,12/16/23 22:00:00,1,1,1,1,,,,,
658,12/16/23 23:00:00,1,1,1,1,,,,,
659,12/17/23 00:00:00,1,1,1,1,,,,,
660,12/17/23 01:00:00,1,1,1,1,,,,,
661,12/17/23 02:00:00,1,1,1,1,,,,,
662,12/17/23 03:00:00,1,1,1,1,,,,,
663,12/17/23 04:00:00,1,1,1,1,,,,,
664,12/17/23 05:00:00,1,1,1,1,,,,,
665,12/17/23 06:00:00,1,1,1,1,,,,,
666,12/17/23 07:00:00,1,1,1,1,,,,,
667,12/17/23 08:00:00,1,1,1,1,,,,,
668,12/17/23 09:00:00,1,1,1,1,,,,,
669,12/17/23 10:00:00,1,1,1,1,,,,,
670,12/17/23 11:00:00,1,1,1,1,,,,,
671,12/17/23 12:00:00,1,1,1,1,,,,,
672,12/17/23 13:00:00,1,1,1,1,,,,,
673,12/17/23 14:00:00,1,1,1,1,,,,,
674,12/17/23 15:00:00,1,1,1,1,,,,,
675,12/17/23 16:00:00,1,1,1,1,,,,,
676,12/17/23 17:00:00,1,1,1,1,,,,,
677,12/17/23 18:00:00,1,1,1,1,,,,,
678,12/17/23 19:00:00,1,1,1,1,,,,,
679,12/17/23 20:00:00,1,1,1,1,,,,,
680,12/17/23 21:00:00,1,1,1,1,,,,,
681,12/17/23 22:00:00,1,1,1,1,,,,,
682,12/17/23 23:00:00,1,1,1,1,,,,,
683,12/18/23 00:00:00,1,1,1,1,,,,,
684,12/18/23 01:00:00,1,1,1,1,,,,,
685,12/18/23 02:00:00,1,1,1,1,,,,,
686,12/18/23 03:00:00,1,1,1,1,,,,,
687,12/18/23 04:00:00,1,1,1,1,,,,,
688,12/18/23 05:00:00,1,1,1,1,,,,,
689,12/18/23 06:00:00,1,1,1,1,,,,,
690,12/18/23 07:00:00,1,1,1,1,,,,,
691,12/18/23 08:00:00,1,1,1,1,,,,,
692,12/18/23 09:00:00,1,1,1,1,,,,,
693,12/18/23 10:00:00,1,1,1,1,,,,,
694,12/18/23 11:00:00,1,1,1,1,,,,,
695,12/18/23 12:00:00,1,1,1,1,,,,,
696,12/18/23 13:00:00,1,1,1,1,,,,,
697,12/18/23 14:00:00,1,1,1,1,,,,,
698,12/18/23 15:00:00,1,1,1,1,,,,,
699,12/18/23 16:00:00,1,1,1,1,,,,,
700,12/18/23 17:00:00,1,1,1,1,,,,,
701,12/18/23 18:00:00,1,1,1,1,,,,,
702,12/18/23 19:00:00,1,1,1,1,,,,,
703,12/18/23 20:00:00,1,1,1,1,,,,,
704,12/18/23 21:00:00,1,1,1,1,,,,,
705,12/18/23 22:00:00,1,1,1,1,,,,,
706,12/18/23 23:00:00,1,1,1,1,,,,,
707,12/19/23 00:00:00,1,1,1,1,,,,,
708,12/19/23 01:00:00,1,1,1,1,,,,,
709,12/19/23 02:00:00,1,1,1,1,,,,,
710,12/19/23 03:00:00,1,1,1,1,,,,,
711,12/19/23 04:00:00,1,1,1,1,,,,,
712,12/19/23 05:00:00,1,1,1,1,,,,,
713,12/19/23 06:00:00,1,1,1,1,,,,,
714,12/19/23 07:00:00,1,1,1,1,,,,,
715,12/19/23 08:00:00,1,1,1,1,,,,,
716,12/19/23 09:00:00,1,1,1,1,,,,,
717,12/19/23 10:00:00,1,1,1,1,,,,,
718,12/19/23 11:00:00,1,1,1,1,,,,,
719,12/19/23 12:00:00,1,1,1,1,,,,,
720,12/19/23 13:00:00,1,1,1,1,,,,,
721,12/19/23 14:00:00,1,1,1,1,,,,,
722,12/19/23 15:00:00,1,1,1,1,,,,,
723,12/19/23 16:00:00,1,1,1,1,,,,,
724,12/19/23 17:00:00,1,1,1,1,,,,,
725,12/19/23 18:00:00,1,1,1,1,,,,,
726,12/19/23 19:00:00,1,1,1,1,,,,,
727,12/19/23 20:00:00,1,1,1,1,,,,,
728,12/19/23 21:00:00,1,1,1,1,,,,,
729,12/19/23 22:00:00,1,1,1,1,,,,,
730,12/19/23 23:00:00,1,1,1,1,,,,,
731,12/20/23 00:00:00,1,1,1,1,,,,,
732,12/20/23 01:00:00,1,1,1,1,,,,,
733,12/20/23 02:00:00,1,1,1,1,,,,,
734,12/20/23 03:00:00,1,1,1,1,,,,,
735,12/20/23 04:00:00,1,1,1,1,,,,,
736,12/20/23 05:00:00,1,1,1,1,,,,,
737,12/20/23 06:00:00,1,1,1,1,,,,,
738,12/20/23 07:00:00,1,1,1,1,,,,,
739,12/20/23 08:00:00,1,1,1,1,,,,,
740,12/20/23 08:50:00,,,,,,,,,1
741,12/20/23 09:00:00,1,1,1,1,,,,,
742,12/20/23 09:55:00,,,,,,,,,1
743,12/20/23 10:00:00,1,1,1,1,,,,,
744,12/20/23 10:25:00,,,,,,,,,1
745,12/20/23 11:00:00,1,1,1,1,,,,,
746,12/20/23 12:00:00,1,1,1,1,,,,,
747,12/20/23 12:30:00,,,,,,,,,1
748,12/20/23 13:00:00,1,1,1,1,,,,,
749,12/20/23 14:00:00,1,1,1,1,,,,,
750,12/20/23 15:00:00,1,1,1,1,,,,,
751,12/20/23 16:00:00,1,1,1,1,,,,,
752,12/20/23 17:00:00,1,1,1,1,,,,,
753,12/20/23 18:00:00,1,1,1,1,,,,,
754,12/20/23 19:00:00,1,1,1,1,,,,,
755,12/20/23 20:00:00,1,1,1,1,,,,,
756,12/20/23 21:00:00,1,1,1,1,,,,,
757,12/20/23 22:00:00,1,1,1,1,,,,,
758,12/20/23 23:00:00,1,1,1,1,,,,,
759,12/21/23 00:00:00,1,1,1,1,,,,,
760,12/21/23 01:00:00,1,1,1,1,,,,,
761,12/21/23 02:00:00,1,1,1,1,,,,,
762,12/21/23 03:00:00,1,1,1,1,,,,,
763,12/21/23 04:00:00,1,1,1,1,,,,,
764,12/21/23 05:00:00,1,1,1,1,,,,,
765,12/21/23 06:00:00,1,1,1,1,,,,,
766,12/21/23 07:00:00,1,1,1,1,,,,,
767,12/21/23 08:00:00,1,1,1,1,,,,,
768,12/21/23 09:00:00,1,1,1,1,,,,,
769,12/21/23 10:00:00,1,1,1,1,,,,,
770,12/21/23 11:00:00,1,1,1,1,,,,,
771,12/21/23 12:00:00,1,1,1,1,,,,,
772,12/21/23 13:00:00,1,1,1,1,,,,,
773,12/21/23 14:00:00,1,1,1,1,,,,,
774,12/21/23 15:00:00,1,1,1,1,,,,,
775,12/21/23 16:00:00,1,1,1,1,,,,,
776,12/21/23 17:00:00,1,1,1,1,,,,,
777,12/21/23 18:00:00,1,1,1,1,,,,,
778,12/21/23 19:00:00,1,1,1,1,,,,,
779,12/21/23 20:00:00,1,1,1,1,,,,,
780,12/21/23 21:00:00,1,1,1,1,,,,,
781,12/21/23 22:00:00,1,1,1,1,,,,,
782,12/21/23 23:00:00,1,1,1,1,,,,,
783,12/22/23 00:00:00,1,1,1,1,,,,,
784,12/22/23 01:00:00,1,1,1,1,,,,,
785,12/22/23 01:30:00,,,,,,,,,1
786,12/22/23 02:00:00,1,1,1,1,,,,,
787,12/22/23 03:00:00,1,1,1,1,,,,,
788,12/22/23 04:00:00,1,1,1,1,,,,,
789,12/22/23 05:00:00,1,1,1,1,,,,,
790,12/22/23 06:00:00,1,1,1,1,,,,,
791,12/22/23 07:00:00,1,1,1,1,,,,,
792,12/22/23 08:00:00,1,1,1,1,,,,,
793,12/22/23 09:00:00,1,1,1,1,,,,,
794,12/22/23 09:25:00,,,,,,,,,1
795,12/22/23 10:00:00,1,1,1,1,,,,,
796,12/22/23 10:55:00,,,,,,,,,1
797,12/22/23 11:00:00,1,1,1,1,,,,,
798,12/22/23 12:00:00,1,1,1,1,,,,,
799,12/22/23 13:00:00,1,1,1,1,,,,,
800,12/22/23 13:05:00,,,,,,,,,1
801,12/22/23 14:00:00,1,1,1,1,,,,,
802,12/22/23 14:15:00,,,,,,,,,1
803,12/22/23 14:35:00,,,,,,,,,1
804,12/22/23 15:00:00,1,1,1,1,,,,,
805,12/22/23 15:30:00,,,,,,,,,1
806,12/22/23 15:50:00,,,,,,,,,1
807,12/22/23 16:00:00,1,1,1,1,,,,,
808,12/22/23 17:00:00,1,1,1,1,,,,,
809,12/22/23 17:55:00,,,,,,,,,1
810,12/22/23 18:00:00,1,1,1,1,,,,,
811,12/22/23 19:00:00,1,1,1,1,,,,,
812,12/22/23 19:20:00,,,,,,,,,1
813,12/22/23 19:45:00,,,,,,,,,1
814,12/22/23 20:00:00,1,1,1,1,,,,,
815,12/22/23 21:00:00,1,1,1,1,,,,,
816,12/22/23 21:05:00,,,,,,,,,1
817,12/22/23 22:00:00,1,1,1,1,,,,,
818,12/22/23 23:00:00,1,1,1,1,,,,,
819,12/23/23 00:00:00,1,1,1,1,,,,,
820,12/23/23 01:00:00,1,1,1,1,,,,,
821,12/23/23 02:00:00,1,1,1,1,,,,,
822,12/23/23 02:45:00,,,,,,,,,1
823,12/23/23 03:00:00,1,1,1,1,,,,,
824,12/23/23 04:00:00,1,1,1,1,,,,,
825,12/23/23 05:00:00,1,1,1,1,,,,,
826,12/23/23 06:00:00,1,1,1,1,,,,,
827,12/23/23 07:00:00,1,1,1,1,,,,,
828,12/23/23 08:00:00,1,1,1,1,,,,,
829,12/23/23 09:00:00,1,1,1,1,,,,,
830,12/23/23 10:00:00,1,1,1,1,,,,,
831,12/23/23 11:00:00,1,1,1,1,,,,,
832,12/23/23 12:00:00,1,1,1,1,,,,,
833,12/23/23 13:00:00,1,1,1,1,,,,,
834,12/23/23 14:00:00,1,1,1,1,,,,,
835,12/23/23 15:00:00,1,1,1,1,,,,,
836,12/23/23 16:00:00,1,1,1,1,,,,,
837,12/23/23 17:00:00,1,1,1,1,,,,,
838,12/23/23 18:00:00,1,1,1,1,,,,,
839,12/23/23 19:00:00,1,1,1,1,,,,,
840,12/23/23 20:00:00,1,1,1,1,,,,,
841,12/23/23 21:00:00,1,1,1,1,,,,,
842,12/23/23 22:00:00,1,1,1,1,,,,,
843,12/23/23 23:00:00,1,1,1,1,,,,,
844,12/24/23 00:00:00,1,1,1,1,,,,,
845,12/24/23 01:00:00,1,1,1,1,,,,,
846,12/24/23 02:00:00,1,1,1,1,,,,,
847,12/24/23 03:00:00,1,1,1,1,,,,,
848,12/24/23 04:00:00,1,1,1,1,,,,,
849,12/24/23 05:00:00,1,1,1,1,,,,,
850,12/24/23 06:00:00,1,1,1,1,,,,,
851,12/24/23 07:00:00,1,1,1,1,,,,,
852,12/24/23 08:00:00,1,1,1,1,,,,,
853,12/24/23 09:00:00,1,1,1,1,,,,,
854,12/24/23 10:00:00,1,1,1,1,,,,,
855,12/24/23 11:00:00,1,1,1,1,,,,,
856,12/24/23 12:00:00,1,1,1,1,,,,,
857,12/24/23 13:00:00,1,1,1,1,,,,,
858,12/24/23 14:00:00,1,1,1,1,,,,,
859,12/24/23 15:00:00,1,1,1,1,,,,,
860,12/24/23 16:00:00,1,1,1,1,,,,,
861,12/24/23 17:00:00,1,1,1,1,,,,,
862,12/24/23 18:00:00,1,1,1,1,,,,,
863,12/24/23 19:00:00,1,1,1,1,,,,,
864,12/24/23 20:00:00,1,1,1,1,,,,,
865,12/24/23 21:00:00,1,1,1,1,,,,,
866,12/24/23 21:55:00,,,,,,,,,1
867,12/24/23 22:00:00,1,1,1,1,,,,,
868,12/24/23 22:55:00,,,,,,,,,1
869,12/24/23 23:00:00,1,1,1,1,,,,,
870,12/24/23 23:55:00,,,,,,,,,1
871,12/25/23 00:00:00,1,1,1,1,,,,,
872,12/25/23 00:55:00,,,,,,,,,1
873,12/25/23 01:00:00,1,1,1,1,,,,,
874,12/25/23 01:55:00,,,,,,,,,1
875,12/25/23 02:00:00,1,1,1,1,,,,,
876,12/25/23 02:55:00,,,,,,,,,1
877,12/25/23 03:00:00,1,1,1,1,,,,,
878,12/25/23 03:55:00,,,,,,,,,1
879,12/25/23 04:00:00,1,1,1,1,,,,,
880,12/25/23 04:55:00,,,,,,,,,1
881,12/25/23 05:00:00,1,1,1,1,,,,,
882,12/25/23 05:55:00,,,,,,,,,1
883,12/25/23 06:00:00,1,1,1,1,,,,,
884,12/25/23 06:55:00,,,,,,,,,1
885,12/25/23 07:00:00,1,1,1,1,,,,,
886,12/25/23 07:55:00,,,,,,,,,1
887,12/25/23 08:00:00,1,1,1,1,,,,,
888,12/25/23 08:55:00,,,,,,,,,1
889,12/25/23 09:00:00,1,1,1,1,,,,,
890,12/25/23 09:55:00,,,,,,,,,1
891,12/25/23 10:00:00,1,1,1,1,,,,,
892,12/25/23 10:55:00,,,,,,,,,1
893,12/25/23 11:00:00,1,1,1,1,,,,,
894,12/25/23 11:55:00,,,,,,,,,1
895,12/25/23 12:00:00,1,1,1,1,,,,,
896,12/25/23 12:55:00,,,,,,,,,1
897,12/25/23 13:00:00,1,1,1,1,,,,,
898,12/25/23 13:55:00,,,,,,,,,1
899,12/25/23 14:00:00,1,1,1,1,,,,,
900,12/25/23 14:55:00,,,,,,,,,1
901,12/25/23 15:00:00,1,1,1,1,,,,,
902,12/25/23 15:55:00,,,,,,,,,1
903,12/25/23 16:00:00,1,1,1,1,,,,,
904,12/25/23 16:55:00,,,,,,,,,1
905,12/25/23 17:00:00,1,1,1,1,,,,,
906,12/25/23 17:55:00,,,,,,,,,1
907,12/25/23 18:00:00,1,1,1,1,,,,,
908,12/25/23 18:55:00,,,,,,,,,1
909,12/25/23 19:00:00,1,1,1,1,,,,,
910,12/25/23 19:55:00,,,,,,,,,1
911,12/25/23 20:00:00,1,1,1,1,,,,,
912,12/25/23 20:55:00,,,,,,,,,1
913,12/25/23 21:00:00,1,1,1,1,,,,,
914,12/25/23 21:55:00,,,,,,,,,1
915,12/25/23 22:00:00,1,1,1,1,,,,,
916,12/25/23 22:55:00,,,,,,,,,1
917,12/25/23 23:00:00,1,1,1,1,,,,,
918,12/25/23 23:55:00,,,,,,,,,1
919,12/26/23 00:00:00,1,1,1,1,,,,,
920,12/26/23 00:55:00,,,,,,,,,1
921,12/26/23 01:00:00,1,1,1,1,,,,,
922,12/26/23 01:55:00,,,,,,,,,1
