Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398619-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6_BEO"
923,12/26/23 02:00:00,1,1,1,1,,,,,
924,12/26/23 02:55:00,,,,,,,,,1
925,12/26/23 03:00:00,1,1,1,1,,,,,
926,12/26/23 03:55:00,,,,,,,,,1
927,12/26/23 04:00:00,1,1,1,1,,,,,
928,12/26/23 04:55:00,,,,,,,,,1
929,12/26/23 05:00:00,1,1,1,1,,,,,
930,12/26/23 05:55:00,,,,,,,,,1
931,12/26/23 06:00:00,1,1,1,1,,,,,
932,12/26/23 06:55:00,,,,,,,,,1
933,12/26/23 07:00:00,1,1,1,1,,,,,
934,12/26/23 07:55:00,,,,,,,,,1
935,12/26/23 08:00:00,1,1,1,1,,,,,
936,12/26/23 08:55:00,,,,,,,,,1
937,12/26/23 09:00:00,1,1,1,1,,,,,
938,12/26/23 09:55:00,,,,,,,,,1
939,12/26/23 10:00:00,1,1,1,1,,,,,
940,12/26/23 10:55:00,,,,,,,,,1
941,12/26/23 11:00:00,1,1,1,1,,,,,
942,12/26/23 11:55:00,,,,,,,,,1
943,12/26/23 12:00:00,1,1,1,1,,,,,
944,12/26/23 12:55:00,,,,,,,,,1
945,12/26/23 13:00:00,1,1,1,1,,,,,
946,12/26/23 13:55:00,,,,,,,,,1
947,12/26/23 14:00:00,1,1,1,1,,,,,
948,12/26/23 14:55:00,,,,,,,,,1
949,12/26/23 15:00:00,1,1,1,1,,,,,
950,12/26/23 15:55:00,,,,,,,,,1
951,12/26/23 16:00:00,1,1,1,1,,,,,
952,12/26/23 16:55:00,,,,,,,,,1
953,12/26/23 17:00:00,1,1,1,1,,,,,
954,12/26/23 17:55:00,,,,,,,,,1
955,12/26/23 18:00:00,1,1,1,1,,,,,
956,12/26/23 18:55:00,,,,,,,,,1
957,12/26/23 19:00:00,1,1,1,1,,,,,
958,12/26/23 19:55:00,,,,,,,,,1
959,12/26/23 20:00:00,1,1,1,1,,,,,
960,12/26/23 20:55:00,,,,,,,,,1
961,12/26/23 21:00:00,1,1,1,1,,,,,
962,12/26/23 21:55:00,,,,,,,,,1
963,12/26/23 22:00:00,1,1,1,1,,,,,
964,12/26/23 22:55:00,,,,,,,,,1
965,12/26/23 23:00:00,1,1,1,1,,,,,
966,12/26/23 23:55:00,,,,,,,,,1
967,12/27/23 00:00:00,1,1,1,1,,,,,
968,12/27/23 00:55:00,,,,,,,,,1
969,12/27/23 01:00:00,1,1,1,1,,,,,
970,12/27/23 01:55:00,,,,,,,,,1
971,12/27/23 02:00:00,1,1,1,1,,,,,
972,12/27/23 02:55:00,,,,,,,,,1
973,12/27/23 03:00:00,1,1,1,1,,,,,
974,12/27/23 03:55:00,,,,,,,,,1
975,12/27/23 04:00:00,1,1,1,1,,,,,
976,12/27/23 04:55:00,,,,,,,,,1
977,12/27/23 05:00:00,1,1,1,1,,,,,
978,12/27/23 05:55:00,,,,,,,,,1
979,12/27/23 06:00:00,1,1,1,1,,,,,
980,12/27/23 06:55:00,,,,,,,,,1
981,12/27/23 07:00:00,1,1,1,1,,,,,
982,12/27/23 07:55:00,,,,,,,,,1
983,12/27/23 08:00:00,1,1,1,1,,,,,
984,12/27/23 08:55:00,,,,,,,,,1
985,12/27/23 09:00:00,1,1,1,1,,,,,
986,12/27/23 09:55:00,,,,,,,,,1
987,12/27/23 10:00:00,1,1,1,1,,,,,
988,12/27/23 10:55:00,,,,,,,,,1
989,12/27/23 11:00:00,1,1,1,1,,,,,
990,12/27/23 11:55:00,,,,,,,,,1
991,12/27/23 12:00:00,1,1,1,1,,,,,
992,12/27/23 12:55:00,,,,,,,,,1
993,12/27/23 13:00:00,1,1,1,1,,,,,
994,12/27/23 13:55:00,,,,,,,,,1
995,12/27/23 14:00:00,1,1,1,1,,,,,
996,12/27/23 14:55:00,,,,,,,,,1
997,12/27/23 15:00:00,1,1,1,1,,,,,
998,12/27/23 15:55:00,,,,,,,,,1
999,12/27/23 16:00:00,1,1,1,1,,,,,
1000,12/27/23 16:55:00,,,,,,,,,1
1001,12/27/23 17:00:00,1,1,1,1,,,,,
1002,12/27/23 17:55:00,,,,,,,,,1
1003,12/27/23 18:00:00,1,1,1,1,,,,,
1004,12/27/23 18:55:00,,,,,,,,,1
1005,12/27/23 19:00:00,1,1,1,1,,,,,
1006,12/27/23 19:55:00,,,,,,,,,1
1007,12/27/23 20:00:00,1,1,1,1,,,,,
1008,12/27/23 20:55:00,,,,,,,,,1
1009,12/27/23 21:00:00,1,1,1,1,,,,,
1010,12/27/23 21:55:00,,,,,,,,,1
1011,12/27/23 22:00:00,1,1,1,1,,,,,
1012,12/27/23 22:55:00,,,,,,,,,1
1013,12/27/23 23:00:00,1,1,1,1,,,,,
1014,12/27/23 23:55:00,,,,,,,,,1
1015,12/28/23 00:00:00,1,1,1,1,,,,,
1016,12/28/23 00:55:00,,,,,,,,,1
1017,12/28/23 01:00:00,1,1,1,1,,,,,
1018,12/28/23 01:55:00,,,,,,,,,1
1019,12/28/23 02:00:00,1,1,1,1,,,,,
1020,12/28/23 02:55:00,,,,,,,,,1
1021,12/28/23 03:00:00,1,1,1,1,,,,,
1022,12/28/23 03:55:00,,,,,,,,,1
1023,12/28/23 04:00:00,1,1,1,1,,,,,
1024,12/28/23 04:55:00,,,,,,,,,1
1025,12/28/23 05:00:00,1,1,1,1,,,,,
1026,12/28/23 05:55:00,,,,,,,,,1
1027,12/28/23 06:00:00,1,1,1,1,,,,,
1028,12/28/23 06:55:00,,,,,,,,,1
1029,12/28/23 07:00:00,1,1,1,1,,,,,
1030,12/28/23 07:55:00,,,,,,,,,1
1031,12/28/23 08:00:00,1,1,1,1,,,,,
1032,12/28/23 08:55:00,,,,,,,,,1
1033,12/28/23 09:00:00,1,1,1,1,,,,,
1034,12/28/23 09:55:00,,,,,,,,,1
1035,12/28/23 10:00:00,1,1,1,1,,,,,
1036,12/28/23 10:55:00,,,,,,,,,1
1037,12/28/23 11:00:00,1,1,1,1,,,,,
1038,12/28/23 11:55:00,,,,,,,,,1
1039,12/28/23 12:00:00,1,1,1,1,,,,,
1040,12/28/23 12:55:00,,,,,,,,,1
1041,12/28/23 13:00:00,1,1,1,1,,,,,
1042,12/28/23 13:55:00,,,,,,,,,1
1043,12/28/23 14:00:00,1,1,1,1,,,,,
1044,12/28/23 14:55:00,,,,,,,,,1
1045,12/28/23 15:00:00,1,1,1,1,,,,,
1046,12/28/23 15:55:00,,,,,,,,,1
1047,12/28/23 16:00:00,1,1,1,1,,,,,
1048,12/28/23 16:55:00,,,,,,,,,1
1049,12/28/23 17:00:00,1,1,1,1,,,,,
1050,12/28/23 17:55:00,,,,,,,,,1
1051,12/28/23 18:00:00,1,1,1,1,,,,,
1052,12/28/23 18:55:00,,,,,,,,,1
1053,12/28/23 19:00:00,1,1,1,1,,,,,
1054,12/28/23 19:55:00,,,,,,,,,1
1055,12/28/23 20:00:00,1,1,1,1,,,,,
1056,12/28/23 20:55:00,,,,,,,,,1
1057,12/28/23 21:00:00,1,1,1,1,,,,,
1058,12/28/23 21:55:00,,,,,,,,,1
1059,12/28/23 22:00:00,1,1,1,1,,,,,
1060,12/28/23 22:55:00,,,,,,,,,1
1061,12/28/23 23:00:00,1,1,1,1,,,,,
1062,12/28/23 23:55:00,,,,,,,,,1
1063,12/29/23 00:00:00,1,1,1,1,,,,,
1064,12/29/23 00:55:00,,,,,,,,,1
1065,12/29/23 01:00:00,1,1,1,1,,,,,
1066,12/29/23 01:55:00,,,,,,,,,1
1067,12/29/23 02:00:00,1,1,1,1,,,,,
1068,12/29/23 02:55:00,,,,,,,,,1
1069,12/29/23 03:00:00,1,1,1,1,,,,,
1070,12/29/23 03:55:00,,,,,,,,,1
1071,12/29/23 04:00:00,1,1,1,1,,,,,
1072,12/29/23 04:55:00,,,,,,,,,1
1073,12/29/23 05:00:00,1,1,1,1,,,,,
1074,12/29/23 05:55:00,,,,,,,,,1
1075,12/29/23 06:00:00,1,1,1,1,,,,,
1076,12/29/23 06:55:00,,,,,,,,,1
1077,12/29/23 07:00:00,1,1,1,1,,,,,
1078,12/29/23 07:55:00,,,,,,,,,1
1079,12/29/23 08:00:00,1,1,1,1,,,,,
1080,12/29/23 08:55:00,,,,,,,,,1
1081,12/29/23 09:00:00,1,1,1,1,,,,,
1082,12/29/23 09:55:00,,,,,,,,,1
1083,12/29/23 10:00:00,1,1,1,1,,,,,
1084,12/29/23 10:55:00,,,,,,,,,1
1085,12/29/23 11:00:00,1,1,1,1,,,,,
1086,12/29/23 11:55:00,,,,,,,,,1
1087,12/29/23 12:00:00,1,1,1,1,,,,,
1088,12/29/23 12:55:00,,,,,,,,,1
1089,12/29/23 13:00:00,1,1,1,1,,,,,
1090,12/29/23 13:55:00,,,,,,,,,1
1091,12/29/23 14:00:00,1,1,1,1,,,,,
1092,12/29/23 14:55:00,,,,,,,,,1
1093,12/29/23 15:00:00,1,1,1,1,,,,,
1094,12/29/23 15:55:00,,,,,,,,,1
1095,12/29/23 16:00:00,1,1,1,1,,,,,
1096,12/29/23 16:55:00,,,,,,,,,1
1097,12/29/23 17:00:00,1,1,1,1,,,,,
1098,12/29/23 17:55:00,,,,,,,,,1
1099,12/29/23 18:00:00,1,1,1,1,,,,,
1100,12/29/23 18:55:00,,,,,,,,,1
1101,12/29/23 19:00:00,1,1,1,1,,,,,
1102,12/29/23 19:55:00,,,,,,,,,1
1103,12/29/23 20:00:00,1,1,1,1,,,,,
1104,12/29/23 20:55:00,,,,,,,,,1
1105,12/29/23 21:00:00,1,1,1,1,,,,,
1106,12/29/23 21:55:00,,,,,,,,,1
1107,12/29/23 22:00:00,1,1,1,1,,,,,
1108,12/29/23 22:55:00,,,,,,,,,1
1109,12/29/23 23:00:00,1,1,1,1,,,,,
1110,12/29/23 23:55:00,,,,,,,,,1
1111,12/30/23 00:00:00,1,1,1,1,,,,,
1112,12/30/23 00:55:00,,,,,,,,,1
1113,12/30/23 01:00:00,1,1,1,1,,,,,
1114,12/30/23 01:55:00,,,,,,,,,1
1115,12/30/23 02:00:00,1,1,1,1,,,,,
1116,12/30/23 02:55:00,,,,,,,,,1
1117,12/30/23 03:00:00,1,1,1,1,,,,,
1118,12/30/23 03:55:00,,,,,,,,,1
1119,12/30/23 04:00:00,1,1,1,1,,,,,
1120,12/30/23 04:55:00,,,,,,,,,1
1121,12/30/23 05:00:00,1,1,1,1,,,,,
1122,12/30/23 05:55:00,,,,,,,,,1
1123,12/30/23 06:00:00,1,1,1,1,,,,,
1124,12/30/23 06:55:00,,,,,,,,,1
1125,12/30/23 07:00:00,1,1,1,1,,,,,
1126,12/30/23 07:55:00,,,,,,,,,1
1127,12/30/23 08:00:00,1,1,1,1,,,,,
1128,12/30/23 08:55:00,,,,,,,,,1
1129,12/30/23 09:00:00,1,1,1,1,,,,,
1130,12/30/23 09:55:00,,,,,,,,,1
1131,12/30/23 10:00:00,1,1,1,1,,,,,
1132,12/30/23 10:55:00,,,,,,,,,1
1133,12/30/23 11:00:00,1,1,1,1,,,,,
1134,12/30/23 11:55:00,,,,,,,,,1
1135,12/30/23 12:00:00,1,1,1,1,,,,,
1136,12/30/23 12:55:00,,,,,,,,,1
1137,12/30/23 13:00:00,1,1,1,1,,,,,
1138,12/30/23 13:55:00,,,,,,,,,1
1139,12/30/23 14:00:00,1,1,1,1,,,,,
1140,12/30/23 14:55:00,,,,,,,,,1
1141,12/30/23 15:00:00,1,1,1,1,,,,,
1142,12/30/23 15:55:00,,,,,,,,,1
1143,12/30/23 16:00:00,1,1,1,1,,,,,
1144,12/30/23 16:55:00,,,,,,,,,1
1145,12/30/23 17:00:00,1,1,1,1,,,,,
1146,12/30/23 17:55:00,,,,,,,,,1
1147,12/30/23 18:00:00,1,1,1,1,,,,,
1148,12/30/23 18:55:00,,,,,,,,,1
1149,12/30/23 19:00:00,1,1,1,1,,,,,
1150,12/30/23 19:55:00,,,,,,,,,1
1151,12/30/23 20:00:00,1,1,1,1,,,,,
1152,12/30/23 20:55:00,,,,,,,,,1
1153,12/30/23 21:00:00,1,1,1,1,,,,,
1154,12/30/23 21:55:00,,,,,,,,,1
1155,12/30/23 22:00:00,1,1,1,1,,,,,
1156,12/30/23 22:55:00,,,,,,,,,1
1157,12/30/23 23:00:00,1,1,1,1,,,,,
1158,12/30/23 23:55:00,,,,,,,,,1
1159,12/31/23 00:00:00,1,1,1,1,,,,,
1160,12/31/23 00:55:00,,,,,,,,,1
1161,12/31/23 01:00:00,1,1,1,1,,,,,
1162,12/31/23 01:55:00,,,,,,,,,1
1163,12/31/23 02:00:00,1,1,1,1,,,,,
1164,12/31/23 02:55:00,,,,,,,,,1
1165,12/31/23 03:00:00,1,1,1,1,,,,,
1166,12/31/23 03:55:00,,,,,,,,,1
1167,12/31/23 04:00:00,1,1,1,1,,,,,
1168,12/31/23 04:55:00,,,,,,,,,1
1169,12/31/23 05:00:00,1,1,1,1,,,,,
1170,12/31/23 05:55:00,,,,,,,,,1
1171,12/31/23 06:00:00,1,1,1,1,,,,,
1172,12/31/23 06:55:00,,,,,,,,,1
1173,12/31/23 07:00:00,1,1,1,1,,,,,
1174,12/31/23 07:55:00,,,,,,,,,1
1175,12/31/23 08:00:00,1,1,1,1,,,,,
1176,12/31/23 08:55:00,,,,,,,,,1
1177,12/31/23 09:00:00,1,1,1,1,,,,,
1178,12/31/23 09:55:00,,,,,,,,,1
1179,12/31/23 10:00:00,1,1,1,1,,,,,
1180,12/31/23 10:55:00,,,,,,,,,1
1181,12/31/23 11:00:00,1,1,1,1,,,,,
1182,12/31/23 11:55:00,,,,,,,,,1
1183,12/31/23 12:00:00,1,1,1,1,,,,,
1184,12/31/23 12:55:00,,,,,,,,,1
1185,12/31/23 13:00:00,1,1,1,1,,,,,
1186,12/31/23 13:55:00,,,,,,,,,1
1187,12/31/23 14:00:00,1,1,1,1,,,,,
1188,12/31/23 14:55:00,,,,,,,,,1
1189,12/31/23 15:00:00,1,1,1,1,,,,,
1190,12/31/23 15:55:00,,,,,,,,,1
1191,12/31/23 16:00:00,1,1,1,1,,,,,
1192,12/31/23 16:55:00,,,,,,,,,1
1193,12/31/23 17:00:00,1,1,1,1,,,,,
1194,12/31/23 17:55:00,,,,,,,,,1
1195,12/31/23 18:00:00,1,1,1,1,,,,,
1196,12/31/23 18:55:00,,,,,,,,,1
1197,12/31/23 19:00:00,1,1,1,1,,,,,
1198,12/31/23 19:55:00,,,,,,,,,1
1199,12/31/23 20:00:00,1,1,1,1,,,,,
1200,12/31/23 20:55:00,,,,,,,,,1
1201,12/31/23 21:00:00,1,1,1,1,,,,,
1202,12/31/23 21:55:00,,,,,,,,,1
1203,12/31/23 22:00:00,1,1,1,1,,,,,
1204,12/31/23 22:55:00,,,,,,,,,1
1205,12/31/23 23:00:00,1,1,1,1,,,,,
1206,12/31/23 23:55:00,,,,,,,,,1
1207,01/01/24 00:00:00,1,1,1,1,,,,,
1208,01/01/24 00:55:00,,,,,,,,,1
1209,01/01/24 01:00:00,1,1,1,1,,,,,
1210,01/01/24 01:55:00,,,,,,,,,1
1211,01/01/24 02:00:00,1,1,1,1,,,,,
1212,01/01/24 02:55:00,,,,,,,,,1
1213,01/01/24 03:00:00,1,1,1,1,,,,,
1214,01/01/24 03:55:00,,,,,,,,,1
1215,01/01/24 04:00:00,1,1,1,1,,,,,
1216,01/01/24 04:55:00,,,,,,,,,1
1217,01/01/24 05:00:00,1,1,1,1,,,,,
1218,01/01/24 05:55:00,,,,,,,,,1
1219,01/01/24 06:00:00,1,1,1,1,,,,,
1220,01/01/24 06:55:00,,,,,,,,,1
1221,01/01/24 07:00:00,1,1,1,1,,,,,
1222,01/01/24 07:55:00,,,,,,,,,1
1223,01/01/24 08:00:00,1,1,1,1,,,,,
1224,01/01/24 08:55:00,,,,,,,,,1
1225,01/01/24 09:00:00,1,1,1,1,,,,,
1226,01/01/24 09:55:00,,,,,,,,,1
1227,01/01/24 10:00:00,1,1,1,1,,,,,
1228,01/01/24 10:55:00,,,,,,,,,1
1229,01/01/24 11:00:00,1,1,1,1,,,,,
1230,01/01/24 11:55:00,,,,,,,,,1
1231,01/01/24 12:00:00,1,1,1,1,,,,,
1232,01/01/24 12:55:00,,,,,,,,,1
1233,01/01/24 13:00:00,1,1,1,1,,,,,
1234,01/01/24 13:55:00,,,,,,,,,1
1235,01/01/24 14:00:00,1,1,1,1,,,,,
1236,01/01/24 14:55:00,,,,,,,,,1
1237,01/01/24 15:00:00,1,1,1,1,,,,,
1238,01/01/24 15:55:00,,,,,,,,,1
1239,01/01/24 16:00:00,1,1,1,1,,,,,
1240,01/01/24 16:55:00,,,,,,,,,1
1241,01/01/24 17:00:00,1,1,1,1,,,,,
1242,01/01/24 17:55:00,,,,,,,,,1
1243,01/01/24 18:00:00,1,1,1,1,,,,,
1244,01/01/24 18:55:00,,,,,,,,,1
1245,01/01/24 19:00:00,1,1,1,1,,,,,
1246,01/01/24 19:55:00,,,,,,,,,1
1247,01/01/24 20:00:00,1,1,1,1,,,,,
1248,01/01/24 20:55:00,,,,,,,,,1
1249,01/01/24 21:00:00,1,1,1,1,,,,,
1250,01/01/24 21:55:00,,,,,,,,,1
1251,01/01/24 22:00:00,1,1,1,1,,,,,
1252,01/01/24 22:55:00,,,,,,,,,1
1253,01/01/24 23:00:00,1,1,1,1,,,,,
1254,01/01/24 23:55:00,,,,,,,,,1
1255,01/02/24 00:00:00,1,1,1,1,,,,,
1256,01/02/24 00:55:00,,,,,,,,,1
1257,01/02/24 01:00:00,1,1,1,1,,,,,
1258,01/02/24 01:55:00,,,,,,,,,1
1259,01/02/24 02:00:00,1,1,1,1,,,,,
1260,01/02/24 02:55:00,,,,,,,,,1
1261,01/02/24 03:00:00,1,1,1,1,,,,,
1262,01/02/24 03:55:00,,,,,,,,,1
1263,01/02/24 04:00:00,1,1,1,1,,,,,
1264,01/02/24 04:55:00,,,,,,,,,1
1265,01/02/24 05:00:00,1,1,1,1,,,,,
1266,01/02/24 05:55:00,,,,,,,,,1
1267,01/02/24 06:00:00,1,1,1,1,,,,,
1268,01/02/24 06:55:00,,,,,,,,,1
1269,01/02/24 07:00:00,1,1,1,1,,,,,
1270,01/02/24 07:55:00,,,,,,,,,1
1271,01/02/24 08:00:00,1,1,1,1,,,,,
1272,01/02/24 08:55:00,,,,,,,,,1
1273,01/02/24 09:00:00,1,1,1,1,,,,,
1274,01/02/24 09:55:00,,,,,,,,,1
1275,01/02/24 10:00:00,1,1,1,1,,,,,
1276,01/02/24 10:55:00,,,,,,,,,1
1277,01/02/24 11:00:00,1,1,1,1,,,,,
1278,01/02/24 11:55:00,,,,,,,,,1
1279,01/02/24 12:00:00,1,1,1,1,,,,,
1280,01/02/24 12:55:00,,,,,,,,,1
1281,01/02/24 13:00:00,1,1,1,1,,,,,
1282,01/02/24 13:55:00,,,,,,,,,1
1283,01/02/24 14:00:00,1,1,1,1,,,,,
1284,01/02/24 14:55:00,,,,,,,,,1
1285,01/02/24 15:00:00,1,1,1,1,,,,,
1286,01/02/24 15:55:00,,,,,,,,,1
1287,01/02/24 16:00:00,1,1,1,1,,,,,
1288,01/02/24 16:55:00,,,,,,,,,1
1289,01/02/24 17:00:00,1,1,1,1,,,,,
1290,01/02/24 17:55:00,,,,,,,,,1
1291,01/02/24 18:00:00,1,1,1,1,,,,,
1292,01/02/24 18:55:00,,,,,,,,,1
1293,01/02/24 19:00:00,1,1,1,1,,,,,
1294,01/02/24 19:55:00,,,,,,,,,1
1295,01/02/24 20:00:00,1,1,1,1,,,,,
1296,01/02/24 20:55:00,,,,,,,,,1
1297,01/02/24 21:00:00,1,1,1,1,,,,,
1298,01/02/24 21:55:00,,,,,,,,,1
1299,01/02/24 22:00:00,1,1,1,1,,,,,
1300,01/02/24 22:55:00,,,,,,,,,1
1301,01/02/24 23:00:00,1,1,1,1,,,,,
1302,01/02/24 23:55:00,,,,,,,,,1
1303,01/03/24 00:00:00,1,1,1,1,,,,,
1304,01/03/24 00:55:00,,,,,,,,,1
1305,01/03/24 01:00:00,1,1,1,1,,,,,
1306,01/03/24 01:55:00,,,,,,,,,1
1307,01/03/24 02:00:00,1,1,1,1,,,,,
1308,01/03/24 02:55:00,,,,,,,,,1
1309,01/03/24 03:00:00,1,1,1,1,,,,,
1310,01/03/24 03:55:00,,,,,,,,,1
1311,01/03/24 04:00:00,1,1,1,1,,,,,
1312,01/03/24 04:55:00,,,,,,,,,1
1313,01/03/24 05:00:00,1,1,1,1,,,,,
1314,01/03/24 05:55:00,,,,,,,,,1
1315,01/03/24 06:00:00,1,1,1,1,,,,,
1316,01/03/24 06:55:00,,,,,,,,,1
1317,01/03/24 07:00:00,1,1,1,1,,,,,
1318,01/03/24 07:55:00,,,,,,,,,1
1319,01/03/24 08:00:00,1,1,1,1,,,,,
1320,01/03/24 08:55:00,,,,,,,,,1
1321,01/03/24 09:00:00,1,1,1,1,,,,,
1322,01/03/24 09:55:00,,,,,,,,,1
1323,01/03/24 10:00:00,1,1,1,1,,,,,
1324,01/03/24 10:55:00,,,,,,,,,1
1325,01/03/24 11:00:00,1,1,1,1,,,,,
1326,01/03/24 11:55:00,,,,,,,,,1
1327,01/03/24 12:00:00,1,1,1,1,,,,,
1328,01/03/24 12:55:00,,,,,,,,,1
1329,01/03/24 13:00:00,1,1,1,1,,,,,
1330,01/03/24 13:55:00,,,,,,,,,1
1331,01/03/24 14:00:00,1,1,1,1,,,,,
1332,01/03/24 14:55:00,,,,,,,,,1
1333,01/03/24 15:00:00,1,1,1,1,,,,,
1334,01/03/24 15:55:00,,,,,,,,,1
1335,01/03/24 16:00:00,1,1,1,1,,,,,
1336,01/03/24 16:55:00,,,,,,,,,1
1337,01/03/24 17:00:00,1,1,1,1,,,,,
1338,01/03/24 17:55:00,,,,,,,,,1
1339,01/03/24 18:00:00,1,1,1,1,,,,,
1340,01/03/24 18:55:00,,,,,,,,,1
1341,01/03/24 19:00:00,1,1,1,1,,,,,
1342,01/03/24 19:55:00,,,,,,,,,1
1343,01/03/24 20:00:00,1,1,1,1,,,,,
1344,01/03/24 20:55:00,,,,,,,,,1
1345,01/03/24 21:00:00,1,1,1,1,,,,,
1346,01/03/24 21:55:00,,,,,,,,,1
1347,01/03/24 22:00:00,1,1,1,1,,,,,
1348,01/03/24 22:55:00,,,,,,,,,1
1349,01/03/24 23:00:00,1,1,1,1,,,,,
1350,01/03/24 23:55:00,,,,,,,,,1
1351,01/04/24 00:00:00,1,1,1,1,,,,,
1352,01/04/24 00:55:00,,,,,,,,,1
1353,01/04/24 01:00:00,1,1,1,1,,,,,
1354,01/04/24 01:55:00,,,,,,,,,1
1355,01/04/24 02:00:00,1,1,1,1,,,,,
1356,01/04/24 02:55:00,,,,,,,,,1
1357,01/04/24 03:00:00,1,1,1,1,,,,,
1358,01/04/24 03:55:00,,,,,,,,,1
1359,01/04/24 04:00:00,1,1,1,1,,,,,
1360,01/04/24 04:55:00,,,,,,,,,1
1361,01/04/24 05:00:00,1,1,1,1,,,,,
1362,01/04/24 05:55:00,,,,,,,,,1
1363,01/04/24 06:00:00,1,1,1,1,,,,,
1364,01/04/24 06:55:00,,,,,,,,,1
1365,01/04/24 07:00:00,1,1,1,1,,,,,
1366,01/04/24 07:55:00,,,,,,,,,1
1367,01/04/24 08:00:00,1,1,1,1,,,,,
1368,01/04/24 08:55:00,,,,,,,,,1
1369,01/04/24 09:00:00,1,1,1,1,,,,,
1370,01/04/24 09:55:00,,,,,,,,,1
1371,01/04/24 10:00:00,1,1,1,1,,,,,
1372,01/04/24 10:55:00,,,,,,,,,1
1373,01/04/24 11:00:00,1,1,1,1,,,,,
1374,01/04/24 11:55:00,,,,,,,,,1
1375,01/04/24 12:00:00,1,1,1,1,,,,,
1376,01/04/24 12:55:00,,,,,,,,,1
1377,01/04/24 13:00:00,1,1,1,1,,,,,
1378,01/04/24 13:55:00,,,,,,,,,1
1379,01/04/24 14:00:00,1,1,1,1,,,,,
1380,01/04/24 14:55:00,,,,,,,,,1
1381,01/04/24 15:00:00,1,1,1,1,,,,,
1382,01/04/24 15:55:00,,,,,,,,,1
1383,01/04/24 16:00:00,1,1,1,1,,,,,
1384,01/04/24 16:55:00,,,,,,,,,1
1385,01/04/24 17:00:00,1,1,1,1,,,,,
1386,01/04/24 17:55:00,,,,,,,,,1
1387,01/04/24 18:00:00,1,1,1,1,,,,,
