Line#,Date,"Wind Direction (S-WDA 21198259:21167037-1), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21181033-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21398709-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21198259:21206909-3), *, RX3000_BRW1_TNHA","Wind Direction (RXW-WCF 21401801:21206911-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21206912-3), *, RX3000_BRW4_SSMH","Wind Direction (RXW-WCF 21401801:21398711-3), *, RX3000_BRW4_SSMH","Wind Direction (S-WDA 21401801:21350820-1), *, RX3000_BRW4_SSMH","Wind Direction (S-WDA 21401803:21350855-1), *, RX3000_BRW6_BEO"
950,12/24/23 23:55:00,,,,,,,,,129
951,12/25/23 00:00:00,202,,132,126,,,,,
952,12/25/23 00:55:00,,,,,,,,,131
953,12/25/23 01:00:00,197,,136,126,,,,,
954,12/25/23 01:55:00,,,,,,,,,135
955,12/25/23 02:00:00,202,,136,126,,,,,
956,12/25/23 02:55:00,,,,,,,,,133
957,12/25/23 03:00:00,202,,132,128,,,,,
958,12/25/23 03:55:00,,,,,,,,,132
959,12/25/23 04:00:00,199,,136,126,,,,,
960,12/25/23 04:55:00,,,,,,,,,124
961,12/25/23 05:00:00,22,,159,125,,,,,
962,12/25/23 05:55:00,,,,,,,,,121
963,12/25/23 06:00:00,13,,157,125,,,,,
964,12/25/23 06:55:00,,,,,,,,,118
965,12/25/23 07:00:00,22,,159,125,,,,,
966,12/25/23 07:55:00,,,,,,,,,115
967,12/25/23 08:00:00,20,,150,125,,,,,
968,12/25/23 08:55:00,,,,,,,,,118
969,12/25/23 09:00:00,18,,153,125,,,,,
970,12/25/23 09:55:00,,,,,,,,,124
971,12/25/23 10:00:00,15,,161,125,,,,,
972,12/25/23 10:55:00,,,,,,,,,121
973,12/25/23 11:00:00,147,,170,125,,,,,
974,12/25/23 11:55:00,,,,,,,,,118
975,12/25/23 12:00:00,194,,170,124,,,,,
976,12/25/23 12:55:00,,,,,,,,,119
977,12/25/23 13:00:00,199,,170,124,,,,,
978,12/25/23 13:55:00,,,,,,,,,118
979,12/25/23 14:00:00,202,,170,124,,,,,
980,12/25/23 14:55:00,,,,,,,,,119
981,12/25/23 15:00:00,327,,139,124,,,,,
982,12/25/23 15:55:00,,,,,,,,,265
983,12/25/23 16:00:00,331,,128,129,,,,,
984,12/25/23 16:55:00,,,,,,,,,264
985,12/25/23 17:00:00,329,,126,129,,,,,
986,12/25/23 17:55:00,,,,,,,,,281
987,12/25/23 18:00:00,324,,264,128,,,,,
988,12/25/23 18:55:00,,,,,,,,,284
989,12/25/23 19:00:00,320,,284,128,,,,,
990,12/25/23 19:55:00,,,,,,,,,282
991,12/25/23 20:00:00,321,,281,128,,,,,
992,12/25/23 20:55:00,,,,,,,,,292
993,12/25/23 21:00:00,334,,274,128,,,,,
994,12/25/23 21:55:00,,,,,,,,,288
995,12/25/23 22:00:00,341,,303,310,,,,,
996,12/25/23 22:55:00,,,,,,,,,355
997,12/25/23 23:00:00,333,,296,314,,,,,
998,12/25/23 23:55:00,,,,,,,,,351
999,12/26/23 00:00:00,331,,298,313,,,,,
1000,12/26/23 00:55:00,,,,,,,,,251
1001,12/26/23 01:00:00,324,,324,317,,,,,
1002,12/26/23 01:55:00,,,,,,,,,286
1003,12/26/23 02:00:00,350,,167,125,,,,,
1004,12/26/23 02:55:00,,,,,,,,,288
1005,12/26/23 03:00:00,21,,284,125,,,,,
1006,12/26/23 03:55:00,,,,,,,,,270
1007,12/26/23 04:00:00,21,,282,125,,,,,
1008,12/26/23 04:55:00,,,,,,,,,274
1009,12/26/23 05:00:00,21,,282,125,,,,,
1010,12/26/23 05:55:00,,,,,,,,,312
1011,12/26/23 06:00:00,8,,282,6,,,,,
1012,12/26/23 06:55:00,,,,,,,,,32
1013,12/26/23 07:00:00,330,,272,79,,,,,
1014,12/26/23 07:55:00,,,,,,,,,49
1015,12/26/23 08:00:00,331,,302,63,,,,,
1016,12/26/23 08:55:00,,,,,,,,,52
1017,12/26/23 09:00:00,323,,313,65,,,,,
1018,12/26/23 09:55:00,,,,,,,,,77
1019,12/26/23 10:00:00,320,,49,102,,,,,
1020,12/26/23 10:55:00,,,,,,,,,60
1021,12/26/23 11:00:00,329,,53,93,,,,,
1022,12/26/23 11:55:00,,,,,,,,,77
1023,12/26/23 12:00:00,321,,94,114,,,,,
1024,12/26/23 12:55:00,,,,,,,,,95
1025,12/26/23 13:00:00,334,,111,121,,,,,
1026,12/26/23 13:55:00,,,,,,,,,87
1027,12/26/23 14:00:00,334,,139,122,,,,,
1028,12/26/23 14:55:00,,,,,,,,,77
1029,12/26/23 15:00:00,320,,129,115,,,,,
1030,12/26/23 15:55:00,,,,,,,,,69
1031,12/26/23 16:00:00,320,,101,117,,,,,
1032,12/26/23 16:55:00,,,,,,,,,62
1033,12/26/23 17:00:00,317,,102,97,,,,,
1034,12/26/23 17:55:00,,,,,,,,,53
1035,12/26/23 18:00:00,330,,197,66,,,,,
1036,12/26/23 18:55:00,,,,,,,,,49
1037,12/26/23 19:00:00,327,,299,24,,,,,
1038,12/26/23 19:55:00,,,,,,,,,53
1039,12/26/23 20:00:00,331,,305,29,,,,,
1040,12/26/23 20:55:00,,,,,,,,,51
1041,12/26/23 21:00:00,327,,305,27,,,,,
1042,12/26/23 21:55:00,,,,,,,,,41
1043,12/26/23 22:00:00,331,,291,338,,,,,
1044,12/26/23 22:55:00,,,,,,,,,22
1045,12/26/23 23:00:00,336,,275,320,,,,,
1046,12/26/23 23:55:00,,,,,,,,,8
1047,12/27/23 00:00:00,338,,282,310,,,,,
1048,12/27/23 00:55:00,,,,,,,,,4
1049,12/27/23 01:00:00,331,,286,310,,,,,
1050,12/27/23 01:55:00,,,,,,,,,358
1051,12/27/23 02:00:00,334,,291,309,,,,,
1052,12/27/23 02:55:00,,,,,,,,,354
1053,12/27/23 03:00:00,323,,292,309,,,,,
1054,12/27/23 03:55:00,,,,,,,,,354
1055,12/27/23 04:00:00,317,,292,309,,,,,
1056,12/27/23 04:55:00,,,,,,,,,344
1057,12/27/23 05:00:00,314,,299,309,,,,,
1058,12/27/23 05:55:00,,,,,,,,,341
1059,12/27/23 06:00:00,312,,302,309,,,,,
1060,12/27/23 06:55:00,,,,,,,,,340
1061,12/27/23 07:00:00,320,,303,309,,,,,
1062,12/27/23 07:55:00,,,,,,,,,337
1063,12/27/23 08:00:00,314,,306,309,,,,,
1064,12/27/23 08:55:00,,,,,,,,,338
1065,12/27/23 09:00:00,4,,306,309,,,,,
1066,12/27/23 09:55:00,,,,,,,,,329
1067,12/27/23 10:00:00,1,,306,309,,,,,
1068,12/27/23 10:55:00,,,,,,,,,327
1069,12/27/23 11:00:00,358,,306,310,,,,,
1070,12/27/23 11:55:00,,,,,,,,,331
1071,12/27/23 12:00:00,355,,306,310,,,,,
1072,12/27/23 12:55:00,,,,,,,,,337
1073,12/27/23 13:00:00,336,,300,309,,,,,
1074,12/27/23 13:55:00,,,,,,,,,321
1075,12/27/23 14:00:00,336,,307,309,,,,,
1076,12/27/23 14:55:00,,,,,,,,,313
1077,12/27/23 15:00:00,337,,292,309,,,,,
1078,12/27/23 15:55:00,,,,,,,,,313
1079,12/27/23 16:00:00,337,,291,309,,,,,
1080,12/27/23 16:55:00,,,,,,,,,313
1081,12/27/23 17:00:00,337,,291,309,,,,,
1082,12/27/23 17:55:00,,,,,,,,,313
1083,12/27/23 18:00:00,337,,291,310,,,,,
1084,12/27/23 18:55:00,,,,,,,,,312
1085,12/27/23 19:00:00,334,,195,310,,,,,
1086,12/27/23 19:55:00,,,,,,,,,312
1087,12/27/23 20:00:00,330,,114,309,,,,,
1088,12/27/23 20:55:00,,,,,,,,,312
1089,12/27/23 21:00:00,330,,114,309,,,,,
1090,12/27/23 21:55:00,,,,,,,,,312
1091,12/27/23 22:00:00,312,,114,310,,,,,
1092,12/27/23 22:55:00,,,,,,,,,312
1093,12/27/23 23:00:00,208,,119,319,,,,,
1094,12/27/23 23:55:00,,,,,,,,,286
1095,12/28/23 00:00:00,226,,131,319,,,,,
1096,12/28/23 00:55:00,,,,,,,,,205
1097,12/28/23 01:00:00,305,,107,329,,,,,
1098,12/28/23 01:55:00,,,,,,,,,188
1099,12/28/23 02:00:00,240,,121,319,,,,,
1100,12/28/23 02:55:00,,,,,,,,,164
1101,12/28/23 03:00:00,233,,117,305,,,,,
1102,12/28/23 03:55:00,,,,,,,,,184
1103,12/28/23 04:00:00,225,,114,306,,,,,
1104,12/28/23 04:55:00,,,,,,,,,178
1105,12/28/23 05:00:00,216,,125,323,,,,,
1106,12/28/23 05:55:00,,,,,,,,,171
1107,12/28/23 06:00:00,223,,133,300,,,,,
1108,12/28/23 06:55:00,,,,,,,,,181
1109,12/28/23 07:00:00,226,,115,303,,,,,
1110,12/28/23 07:55:00,,,,,,,,,188
1111,12/28/23 08:00:00,248,,117,303,,,,,
1112,12/28/23 08:55:00,,,,,,,,,181
1113,12/28/23 09:00:00,225,,119,303,,,,,
1114,12/28/23 09:55:00,,,,,,,,,181
1115,12/28/23 10:00:00,226,,117,305,,,,,
1116,12/28/23 10:55:00,,,,,,,,,183
1117,12/28/23 11:00:00,226,,119,305,,,,,
1118,12/28/23 11:55:00,,,,,,,,,178
1119,12/28/23 12:00:00,226,,122,305,,,,,
1120,12/28/23 12:55:00,,,,,,,,,173
1121,12/28/23 13:00:00,223,,140,303,,,,,
1122,12/28/23 13:55:00,,,,,,,,,180
1123,12/28/23 14:00:00,219,,135,310,,,,,
1124,12/28/23 14:55:00,,,,,,,,,173
1125,12/28/23 15:00:00,218,,178,306,,,,,
1126,12/28/23 15:55:00,,,,,,,,,167
1127,12/28/23 16:00:00,216,,205,303,,,,,
1128,12/28/23 16:55:00,,,,,,,,,168
1129,12/28/23 17:00:00,213,,188,307,,,,,
1130,12/28/23 17:55:00,,,,,,,,,168
1131,12/28/23 18:00:00,215,,150,306,,,,,
1132,12/28/23 18:55:00,,,,,,,,,174
1133,12/28/23 19:00:00,218,,121,309,,,,,
1134,12/28/23 19:55:00,,,,,,,,,181
1135,12/28/23 20:00:00,229,,111,314,,,,,
1136,12/28/23 20:55:00,,,,,,,,,184
1137,12/28/23 21:00:00,258,,111,310,,,,,
1138,12/28/23 21:55:00,,,,,,,,,187
1139,12/28/23 22:00:00,247,,110,310,,,,,
1140,12/28/23 22:55:00,,,,,,,,,194
1141,12/28/23 23:00:00,291,,115,314,,,,,
1142,12/28/23 23:55:00,,,,,,,,,194
1143,12/29/23 00:00:00,274,,118,314,,,,,
1144,12/29/23 00:55:00,,,,,,,,,195
1145,12/29/23 01:00:00,282,,119,317,,,,,
1146,12/29/23 01:55:00,,,,,,,,,195
1147,12/29/23 02:00:00,299,,118,320,,,,,
1148,12/29/23 02:55:00,,,,,,,,,195
1149,12/29/23 03:00:00,298,,115,29,,,,,
1150,12/29/23 03:55:00,,,,,,,,,202
1151,12/29/23 04:00:00,320,,132,94,,,,,
1152,12/29/23 04:55:00,,,,,,,,,208
1153,12/29/23 05:00:00,313,,124,44,,,,,
1154,12/29/23 05:55:00,,,,,,,,,208
1155,12/29/23 06:00:00,316,,181,104,,,,,
1156,12/29/23 06:55:00,,,,,,,,,208
1157,12/29/23 07:00:00,285,,254,118,,,,,
1158,12/29/23 07:55:00,,,,,,,,,208
1159,12/29/23 08:00:00,234,,272,79,,,,,
1160,12/29/23 08:55:00,,,,,,,,,208
1161,12/29/23 09:00:00,146,,260,63,,,,,
1162,12/29/23 09:55:00,,,,,,,,,209
1163,12/29/23 10:00:00,34,,265,51,,,,,
1164,12/29/23 10:55:00,,,,,,,,,209
1165,12/29/23 11:00:00,194,,260,84,,,,,
1166,12/29/23 11:55:00,,,,,,,,,209
1167,12/29/23 12:00:00,202,,260,20,,,,,
1168,12/29/23 12:55:00,,,,,,,,,209
1169,12/29/23 13:00:00,13,,253,329,,,,,
1170,12/29/23 13:55:00,,,,,,,,,209
1171,12/29/23 14:00:00,17,,285,324,,,,,
1172,12/29/23 14:55:00,,,,,,,,,209
1173,12/29/23 15:00:00,357,,248,15,,,,,
1174,12/29/23 15:55:00,,,,,,,,,209
1175,12/29/23 16:00:00,299,,121,13,,,,,
1176,12/29/23 16:55:00,,,,,,,,,209
1177,12/29/23 17:00:00,298,,121,14,,,,,
1178,12/29/23 17:55:00,,,,,,,,,209
1179,12/29/23 18:00:00,298,,121,11,,,,,
1180,12/29/23 18:55:00,,,,,,,,,209
1181,12/29/23 19:00:00,298,,121,15,,,,,
1182,12/29/23 19:55:00,,,,,,,,,209
1183,12/29/23 20:00:00,298,,121,347,,,,,
1184,12/29/23 20:55:00,,,,,,,,,209
1185,12/29/23 21:00:00,298,,121,4,,,,,
1186,12/29/23 21:55:00,,,,,,,,,209
1187,12/29/23 22:00:00,305,,121,357,,,,,
1188,12/29/23 22:55:00,,,,,,,,,209
1189,12/29/23 23:00:00,357,,125,324,,,,,
1190,12/29/23 23:55:00,,,,,,,,,209
1191,12/30/23 00:00:00,357,,125,324,,,,,
1192,12/30/23 00:55:00,,,,,,,,,209
1193,12/30/23 01:00:00,357,,125,324,,,,,
1194,12/30/23 01:55:00,,,,,,,,,209
1195,12/30/23 02:00:00,357,,125,327,,,,,
1196,12/30/23 02:55:00,,,,,,,,,209
1197,12/30/23 03:00:00,357,,126,34,,,,,
1198,12/30/23 03:55:00,,,,,,,,,208
1199,12/30/23 04:00:00,357,,131,53,,,,,
1200,12/30/23 04:55:00,,,,,,,,,208
1201,12/30/23 05:00:00,357,,131,100,,,,,
1202,12/30/23 05:55:00,,,,,,,,,208
1203,12/30/23 06:00:00,357,,131,112,,,,,
1204,12/30/23 06:55:00,,,,,,,,,208
1205,12/30/23 07:00:00,357,,131,107,,,,,
1206,12/30/23 07:55:00,,,,,,,,,208
1207,12/30/23 08:00:00,357,,131,98,,,,,
1208,12/30/23 08:55:00,,,,,,,,,208
1209,12/30/23 09:00:00,357,,131,110,,,,,
1210,12/30/23 09:55:00,,,,,,,,,208
1211,12/30/23 10:00:00,357,,131,102,,,,,
1212,12/30/23 10:55:00,,,,,,,,,206
1213,12/30/23 11:00:00,357,,131,107,,,,,
1214,12/30/23 11:55:00,,,,,,,,,206
1215,12/30/23 12:00:00,354,,131,114,,,,,
1216,12/30/23 12:55:00,,,,,,,,,206
1217,12/30/23 13:00:00,317,,131,117,,,,,
1218,12/30/23 13:55:00,,,,,,,,,206
1219,12/30/23 14:00:00,319,,131,115,,,,,
1220,12/30/23 14:55:00,,,,,,,,,206
1221,12/30/23 15:00:00,323,,129,117,,,,,
1222,12/30/23 15:55:00,,,,,,,,,206
1223,12/30/23 16:00:00,341,,129,115,,,,,
1224,12/30/23 16:55:00,,,,,,,,,205
1225,12/30/23 17:00:00,331,,129,118,,,,,
1226,12/30/23 17:55:00,,,,,,,,,205
1227,12/30/23 18:00:00,333,,129,118,,,,,
1228,12/30/23 18:55:00,,,,,,,,,205
1229,12/30/23 19:00:00,330,,129,118,,,,,
1230,12/30/23 19:55:00,,,,,,,,,205
1231,12/30/23 20:00:00,326,,129,118,,,,,
1232,12/30/23 20:55:00,,,,,,,,,205
1233,12/30/23 21:00:00,336,,129,119,,,,,
1234,12/30/23 21:55:00,,,,,,,,,205
1235,12/30/23 22:00:00,331,,129,118,,,,,
1236,12/30/23 22:55:00,,,,,,,,,205
1237,12/30/23 23:00:00,334,,128,119,,,,,
1238,12/30/23 23:55:00,,,,,,,,,204
1239,12/31/23 00:00:00,343,,125,119,,,,,
1240,12/31/23 00:55:00,,,,,,,,,204
1241,12/31/23 01:00:00,341,,118,118,,,,,
1242,12/31/23 01:55:00,,,,,,,,,204
1243,12/31/23 02:00:00,338,,118,121,,,,,
1244,12/31/23 02:55:00,,,,,,,,,204
1245,12/31/23 03:00:00,334,,115,119,,,,,
1246,12/31/23 03:55:00,,,,,,,,,204
1247,12/31/23 04:00:00,338,,118,121,,,,,
1248,12/31/23 04:55:00,,,,,,,,,204
1249,12/31/23 05:00:00,341,,121,121,,,,,
1250,12/31/23 05:55:00,,,,,,,,,204
1251,12/31/23 06:00:00,336,,119,121,,,,,
1252,12/31/23 06:55:00,,,,,,,,,101
1253,12/31/23 07:00:00,334,,118,121,,,,,
1254,12/31/23 07:55:00,,,,,,,,,95
1255,12/31/23 08:00:00,336,,115,121,,,,,
1256,12/31/23 08:55:00,,,,,,,,,97
1257,12/31/23 09:00:00,344,,117,121,,,,,
1258,12/31/23 09:55:00,,,,,,,,,101
1259,12/31/23 10:00:00,355,,118,121,,,,,
1260,12/31/23 10:55:00,,,,,,,,,94
1261,12/31/23 11:00:00,1,,118,121,,,,,
1262,12/31/23 11:55:00,,,,,,,,,91
1263,12/31/23 12:00:00,352,,118,121,,,,,
1264,12/31/23 12:55:00,,,,,,,,,88
1265,12/31/23 13:00:00,343,,118,121,,,,,
1266,12/31/23 13:55:00,,,,,,,,,93
1267,12/31/23 14:00:00,337,,118,119,,,,,
1268,12/31/23 14:55:00,,,,,,,,,100
1269,12/31/23 15:00:00,348,,117,121,,,,,
1270,12/31/23 15:55:00,,,,,,,,,104
1271,12/31/23 16:00:00,1,,117,119,,,,,
1272,12/31/23 16:55:00,,,,,,,,,97
1273,12/31/23 17:00:00,357,,117,121,,,,,
1274,12/31/23 17:55:00,,,,,,,,,97
1275,12/31/23 18:00:00,1,,117,121,,,,,
1276,12/31/23 18:55:00,,,,,,,,,101
1277,12/31/23 19:00:00,1,,118,122,,,,,
1278,12/31/23 19:55:00,,,,,,,,,101
1279,12/31/23 20:00:00,3,,119,122,,,,,
1280,12/31/23 20:55:00,,,,,,,,,97
1281,12/31/23 21:00:00,4,,121,122,,,,,
1282,12/31/23 21:55:00,,,,,,,,,97
1283,12/31/23 22:00:00,4,,121,121,,,,,
1284,12/31/23 22:55:00,,,,,,,,,102
1285,12/31/23 23:00:00,0,,121,118,,,,,
1286,12/31/23 23:55:00,,,,,,,,,102
1287,01/01/24 00:00:00,348,,121,118,,,,,
1288,01/01/24 00:55:00,,,,,,,,,101
1289,01/01/24 01:00:00,3,,121,119,,,,,
1290,01/01/24 01:55:00,,,,,,,,,107
1291,01/01/24 02:00:00,1,,121,119,,,,,
1292,01/01/24 02:55:00,,,,,,,,,107
1293,01/01/24 03:00:00,357,,121,118,,,,,
1294,01/01/24 03:55:00,,,,,,,,,108
1295,01/01/24 04:00:00,348,,121,118,,,,,
1296,01/01/24 04:55:00,,,,,,,,,102
1297,01/01/24 05:00:00,348,,121,118,,,,,
1298,01/01/24 05:55:00,,,,,,,,,107
1299,01/01/24 06:00:00,354,,121,119,,,,,
1300,01/01/24 06:55:00,,,,,,,,,111
1301,01/01/24 07:00:00,320,,121,118,,,,,
1302,01/01/24 07:55:00,,,,,,,,,107
1303,01/01/24 08:00:00,340,,121,118,,,,,
1304,01/01/24 08:55:00,,,,,,,,,111
1305,01/01/24 09:00:00,317,,121,118,,,,,
1306,01/01/24 09:55:00,,,,,,,,,112
1307,01/01/24 10:00:00,348,,121,118,,,,,
1308,01/01/24 10:55:00,,,,,,,,,112
1309,01/01/24 11:00:00,305,,118,118,,,,,
1310,01/01/24 11:55:00,,,,,,,,,115
1311,01/01/24 12:00:00,215,,121,117,,,,,
1312,01/01/24 12:55:00,,,,,,,,,114
1313,01/01/24 13:00:00,201,,121,112,,,,,
1314,01/01/24 13:55:00,,,,,,,,,112
1315,01/01/24 14:00:00,201,,121,111,,,,,
1316,01/01/24 14:55:00,,,,,,,,,117
1317,01/01/24 15:00:00,216,,121,115,,,,,
1318,01/01/24 15:55:00,,,,,,,,,119
1319,01/01/24 16:00:00,211,,122,117,,,,,
1320,01/01/24 16:55:00,,,,,,,,,118
1321,01/01/24 17:00:00,202,,124,117,,,,,
1322,01/01/24 17:55:00,,,,,,,,,115
1323,01/01/24 18:00:00,201,,125,111,,,,,
1324,01/01/24 18:55:00,,,,,,,,,124
1325,01/01/24 19:00:00,202,,125,98,,,,,
1326,01/01/24 19:55:00,,,,,,,,,124
1327,01/01/24 20:00:00,204,,125,81,,,,,
1328,01/01/24 20:55:00,,,,,,,,,125
1329,01/01/24 21:00:00,202,,125,101,,,,,
1330,01/01/24 21:55:00,,,,,,,,,126
1331,01/01/24 22:00:00,205,,125,58,,,,,
1332,01/01/24 22:55:00,,,,,,,,,124
1333,01/01/24 23:00:00,205,,126,25,,,,,
1334,01/01/24 23:55:00,,,,,,,,,128
1335,01/02/24 00:00:00,208,,126,4,,,,,
1336,01/02/24 00:55:00,,,,,,,,,124
1337,01/02/24 01:00:00,205,,126,39,,,,,
1338,01/02/24 01:55:00,,,,,,,,,133
1339,01/02/24 02:00:00,205,,128,65,,,,,
1340,01/02/24 02:55:00,,,,,,,,,136
1341,01/02/24 03:00:00,206,,126,355,,,,,
1342,01/02/24 03:55:00,,,,,,,,,143
1343,01/02/24 04:00:00,208,,131,352,,,,,
1344,01/02/24 04:55:00,,,,,,,,,150
1345,01/02/24 05:00:00,206,,136,347,,,,,
1346,01/02/24 05:55:00,,,,,,,,,154
1347,01/02/24 06:00:00,206,,163,343,,,,,
1348,01/02/24 06:55:00,,,,,,,,,154
1349,01/02/24 07:00:00,206,,223,352,,,,,
1350,01/02/24 07:55:00,,,,,,,,,154
1351,01/02/24 08:00:00,206,,222,355,,,,,
1352,01/02/24 08:55:00,,,,,,,,,153
1353,01/02/24 09:00:00,206,,237,344,,,,,
1354,01/02/24 09:55:00,,,,,,,,,154
1355,01/02/24 10:00:00,206,,237,347,,,,,
1356,01/02/24 10:55:00,,,,,,,,,157
1357,01/02/24 11:00:00,206,,233,1,,,,,
1358,01/02/24 11:55:00,,,,,,,,,159
1359,01/02/24 12:00:00,211,,241,18,,,,,
1360,01/02/24 12:55:00,,,,,,,,,156
1361,01/02/24 13:00:00,208,,220,102,,,,,
1362,01/02/24 13:55:00,,,,,,,,,160
1363,01/02/24 14:00:00,211,,236,58,,,,,
1364,01/02/24 14:55:00,,,,,,,,,164
1365,01/02/24 15:00:00,215,,250,324,,,,,
1366,01/02/24 15:55:00,,,,,,,,,167
1367,01/02/24 16:00:00,218,,251,323,,,,,
1368,01/02/24 16:55:00,,,,,,,,,166
1369,01/02/24 17:00:00,216,,254,66,,,,,
1370,01/02/24 17:55:00,,,,,,,,,157
1371,01/02/24 18:00:00,212,,232,102,,,,,
1372,01/02/24 18:55:00,,,,,,,,,159
1373,01/02/24 19:00:00,212,,223,105,,,,,
1374,01/02/24 19:55:00,,,,,,,,,159
1375,01/02/24 20:00:00,211,,219,108,,,,,
1376,01/02/24 20:55:00,,,,,,,,,161
1377,01/02/24 21:00:00,208,,218,110,,,,,
1378,01/02/24 21:55:00,,,,,,,,,163
1379,01/02/24 22:00:00,211,,229,110,,,,,
1380,01/02/24 22:55:00,,,,,,,,,164
1381,01/02/24 23:00:00,213,,222,107,,,,,
1382,01/02/24 23:55:00,,,,,,,,,164
1383,01/03/24 00:00:00,213,,233,108,,,,,
1384,01/03/24 00:55:00,,,,,,,,,166
1385,01/03/24 01:00:00,215,,233,107,,,,,
1386,01/03/24 01:55:00,,,,,,,,,166
1387,01/03/24 02:00:00,218,,232,104,,,,,
1388,01/03/24 02:55:00,,,,,,,,,173
1389,01/03/24 03:00:00,222,,219,340,,,,,
1390,01/03/24 03:55:00,,,,,,,,,178
1391,01/03/24 04:00:00,220,,220,314,,,,,
1392,01/03/24 04:55:00,,,,,,,,,180
1393,01/03/24 05:00:00,220,,219,310,,,,,
1394,01/03/24 05:55:00,,,,,,,,,178
1395,01/03/24 06:00:00,222,,226,312,,,,,
1396,01/03/24 06:55:00,,,,,,,,,180
1397,01/03/24 07:00:00,222,,226,310,,,,,
1398,01/03/24 07:55:00,,,,,,,,,178
1399,01/03/24 08:00:00,220,,220,317,,,,,
1400,01/03/24 08:55:00,,,,,,,,,181
1401,01/03/24 09:00:00,220,,219,309,,,,,
1402,01/03/24 09:55:00,,,,,,,,,181
1403,01/03/24 10:00:00,222,,211,307,,,,,
1404,01/03/24 10:55:00,,,,,,,,,181
1405,01/03/24 11:00:00,220,,205,309,,,,,
1406,01/03/24 11:55:00,,,,,,,,,181
1407,01/03/24 12:00:00,220,,205,306,,,,,
1408,01/03/24 12:55:00,,,,,,,,,184
1409,01/03/24 13:00:00,220,,197,306,,,,,
1410,01/03/24 13:55:00,,,,,,,,,184
1411,01/03/24 14:00:00,222,,194,309,,,,,
1412,01/03/24 14:55:00,,,,,,,,,183
1413,01/03/24 15:00:00,223,,187,309,,,,,
1414,01/03/24 15:55:00,,,,,,,,,180
1415,01/03/24 16:00:00,223,,195,310,,,,,
1416,01/03/24 16:55:00,,,,,,,,,178
1417,01/03/24 17:00:00,223,,201,319,,,,,
1418,01/03/24 17:55:00,,,,,,,,,180
1419,01/03/24 18:00:00,222,,195,309,,,,,
1420,01/03/24 18:55:00,,,,,,,,,181
1421,01/03/24 19:00:00,223,,194,312,,,,,
1422,01/03/24 19:55:00,,,,,,,,,180
1423,01/03/24 20:00:00,222,,187,312,,,,,
1424,01/03/24 20:55:00,,,,,,,,,181
1425,01/03/24 21:00:00,223,,175,310,,,,,
1426,01/03/24 21:55:00,,,,,,,,,181
1427,01/03/24 22:00:00,222,,178,312,,,,,
1428,01/03/24 22:55:00,,,,,,,,,178
1429,01/03/24 23:00:00,222,,194,312,,,,,
1430,01/03/24 23:55:00,,,,,,,,,180
1431,01/04/24 00:00:00,222,,192,314,,,,,
1432,01/04/24 00:55:00,,,,,,,,,183
1433,01/04/24 01:00:00,225,,170,310,,,,,
1434,01/04/24 01:55:00,,,,,,,,,184
1435,01/04/24 02:00:00,223,,170,313,,,,,
1436,01/04/24 02:55:00,,,,,,,,,184
1437,01/04/24 03:00:00,226,,161,312,,,,,
