time,PM2_5,PM10_0
2024-07-04T22:06:40.000Z,,
2024-07-04T22:18:20.000Z,,
2024-07-04T22:30:00.000Z,,
2024-07-04T22:41:40.000Z,3.000000,3.000000
2024-07-04T22:53:20.000Z,,
2024-07-04T23:05:00.000Z,,
2024-07-04T23:16:40.000Z,,
2024-07-04T23:28:20.000Z,,
2024-07-04T23:40:00.000Z,3.000000,3.000000
2024-07-04T23:51:40.000Z,,
2024-07-05T00:03:20.000Z,,
2024-07-05T00:15:00.000Z,,
2024-07-05T00:26:40.000Z,,
2024-07-05T00:38:20.000Z,,
2024-07-05T00:50:00.000Z,6.000000,7.000000
2024-07-05T01:01:40.000Z,,
2024-07-05T01:13:20.000Z,,
2024-07-05T01:25:00.000Z,,
2024-07-05T01:36:40.000Z,,
2024-07-05T01:48:20.000Z,3.000000,3.000000
2024-07-05T02:00:00.000Z,,
2024-07-05T02:11:40.000Z,,
2024-07-05T02:23:20.000Z,,
2024-07-05T02:35:00.000Z,,
2024-07-05T02:46:40.000Z,6.000000,7.000000
2024-07-05T02:58:20.000Z,,
2024-07-05T03:10:00.000Z,,
2024-07-05T03:21:40.000Z,,
2024-07-05T03:33:20.000Z,,
2024-07-05T03:45:00.000Z,3.000000,3.000000
2024-07-05T03:56:40.000Z,,
2024-07-05T04:08:20.000Z,,
2024-07-05T04:20:00.000Z,,
2024-07-05T04:31:40.000Z,,
2024-07-05T04:43:20.000Z,,
2024-07-05T04:55:00.000Z,6.000000,7.000000
2024-07-05T05:06:40.000Z,,
2024-07-05T05:18:20.000Z,,
2024-07-05T05:30:00.000Z,,
2024-07-05T05:41:40.000Z,,
2024-07-05T05:53:20.000Z,3.000000,3.000000
2024-07-05T06:05:00.000Z,,
2024-07-05T06:16:40.000Z,,
2024-07-05T06:28:20.000Z,,
2024-07-05T06:40:00.000Z,,
2024-07-05T06:51:40.000Z,3.000000,3.000000
2024-07-05T07:03:20.000Z,,
2024-07-05T07:15:00.000Z,,
2024-07-05T07:26:40.000Z,,
2024-07-05T07:38:20.000Z,,
2024-07-05T07:50:00.000Z,3.000000,3.000000
2024-07-05T08:01:40.000Z,,
2024-07-05T08:13:20.000Z,,
2024-07-05T08:25:00.000Z,,
2024-07-05T08:36:40.000Z,,
2024-07-05T08:48:20.000Z,,
2024-07-05T09:00:00.000Z,3.000000,3.000000
2024-07-05T09:11:40.000Z,,
2024-07-05T09:23:20.000Z,,
2024-07-05T09:35:00.000Z,,
2024-07-05T09:46:40.000Z,,
2024-07-05T09:58:20.000Z,3.000000,3.000000
2024-07-05T10:10:00.000Z,,
2024-07-05T10:21:40.000Z,,
2024-07-05T10:33:20.000Z,,
2024-07-05T10:45:00.000Z,,
2024-07-05T10:56:40.000Z,7.000000,8.000000
2024-07-05T11:08:20.000Z,,
2024-07-05T11:20:00.000Z,,
2024-07-05T11:31:40.000Z,,
2024-07-05T11:43:20.000Z,,
2024-07-05T11:55:00.000Z,3.000000,3.000000
2024-07-05T12:06:40.000Z,,
2024-07-05T12:18:20.000Z,,
2024-07-05T12:30:00.000Z,,
2024-07-05T12:41:40.000Z,,
2024-07-05T12:53:20.000Z,,
2024-07-05T13:05:00.000Z,5.000000,6.000000
2024-07-05T13:16:40.000Z,,
2024-07-05T13:28:20.000Z,,
2024-07-05T13:40:00.000Z,,
2024-07-05T13:51:40.000Z,,
2024-07-05T14:03:20.000Z,3.000000,3.000000
2024-07-05T14:15:00.000Z,,
2024-07-05T14:26:40.000Z,,
2024-07-05T14:38:20.000Z,,
2024-07-05T14:50:00.000Z,,
2024-07-05T15:01:40.000Z,5.000000,6.000000
2024-07-05T15:13:20.000Z,,
2024-07-05T15:25:00.000Z,,
2024-07-05T15:36:40.000Z,,
2024-07-05T15:48:20.000Z,,
2024-07-05T16:00:00.000Z,3.000000,3.000000
2024-07-05T16:11:40.000Z,,
2024-07-05T16:23:20.000Z,,
2024-07-05T16:35:00.000Z,,
2024-07-05T16:46:40.000Z,,
2024-07-05T16:58:20.000Z,,
2024-07-05T17:10:00.000Z,3.000000,3.000000
2024-07-05T17:21:40.000Z,,
2024-07-05T17:33:20.000Z,,
2024-07-05T17:45:00.000Z,,
2024-07-05T17:56:40.000Z,,
2024-07-05T18:08:20.000Z,3.000000,3.000000
2024-07-05T18:20:00.000Z,,
2024-07-05T18:31:40.000Z,,
2024-07-05T18:43:20.000Z,,
2024-07-05T18:55:00.000Z,,
2024-07-05T19:06:40.000Z,6.000000,7.000000
2024-07-05T19:18:20.000Z,,
2024-07-05T19:30:00.000Z,,
2024-07-05T19:41:40.000Z,,
2024-07-05T19:53:20.000Z,,
2024-07-05T20:05:00.000Z,3.000000,3.000000
2024-07-05T20:16:40.000Z,,
2024-07-05T20:28:20.000Z,,
2024-07-05T20:40:00.000Z,,
2024-07-05T20:51:40.000Z,,
2024-07-05T21:03:20.000Z,4.500000,5.000000
2024-07-05T21:15:00.000Z,,
2024-07-05T21:26:40.000Z,,
2024-07-05T21:38:20.000Z,,
2024-07-05T21:50:00.000Z,,
2024-07-05T22:01:40.000Z,,
2024-07-05T22:13:20.000Z,3.000000,3.000000
2024-07-05T22:25:00.000Z,,
2024-07-05T22:36:40.000Z,,
2024-07-05T22:48:20.000Z,,
2024-07-05T23:00:00.000Z,,
2024-07-05T23:11:40.000Z,3.000000,3.000000
2024-07-05T23:23:20.000Z,,
2024-07-05T23:35:00.000Z,,
2024-07-05T23:46:40.000Z,,
2024-07-05T23:58:20.000Z,,
2024-07-06T00:10:00.000Z,3.000000,3.000000
2024-07-06T00:21:40.000Z,,
2024-07-06T00:33:20.000Z,,
2024-07-06T00:45:00.000Z,,
2024-07-06T00:56:40.000Z,,
2024-07-06T01:08:20.000Z,6.000000,7.000000
2024-07-06T01:20:00.000Z,,
2024-07-06T01:31:40.000Z,,
2024-07-06T01:43:20.000Z,,
2024-07-06T01:55:00.000Z,,
2024-07-06T02:06:40.000Z,3.000000,3.000000
2024-07-06T02:18:20.000Z,,
2024-07-06T02:30:00.000Z,,
2024-07-06T02:41:40.000Z,,
2024-07-06T02:53:20.000Z,,
2024-07-06T03:05:00.000Z,,
2024-07-06T03:16:40.000Z,8.000000,10.000000
2024-07-06T03:28:20.000Z,,
2024-07-06T03:40:00.000Z,,
2024-07-06T03:51:40.000Z,,
2024-07-06T04:03:20.000Z,,
2024-07-06T04:15:00.000Z,3.000000,3.000000
2024-07-06T04:26:40.000Z,,
2024-07-06T04:38:20.000Z,,
2024-07-06T04:50:00.000Z,,
2024-07-06T05:01:40.000Z,,
2024-07-06T05:13:20.000Z,6.000000,7.000000
2024-07-06T05:25:00.000Z,,
2024-07-06T05:36:40.000Z,,
2024-07-06T05:48:20.000Z,,
2024-07-06T06:00:00.000Z,,
2024-07-06T06:11:40.000Z,3.000000,3.000000
2024-07-06T06:23:20.000Z,,
2024-07-06T06:35:00.000Z,,
2024-07-06T06:46:40.000Z,,
2024-07-06T06:58:20.000Z,,
2024-07-06T07:10:00.000Z,,
2024-07-06T07:21:40.000Z,3.000000,3.000000
2024-07-06T07:33:20.000Z,,
2024-07-06T07:45:00.000Z,,
2024-07-06T07:56:40.000Z,,
2024-07-06T08:08:20.000Z,,
2024-07-06T08:20:00.000Z,3.000000,3.000000
2024-07-06T08:31:40.000Z,,
2024-07-06T08:43:20.000Z,,
2024-07-06T08:55:00.000Z,,
2024-07-06T09:06:40.000Z,,
2024-07-06T09:18:20.000Z,8.000000,10.000000
2024-07-06T09:30:00.000Z,,
2024-07-06T09:41:40.000Z,,
2024-07-06T09:53:20.000Z,,
2024-07-06T10:05:00.000Z,,
2024-07-06T10:16:40.000Z,3.000000,3.000000
2024-07-06T10:28:20.000Z,,
2024-07-06T10:40:00.000Z,,
2024-07-06T10:51:40.000Z,,
2024-07-06T11:03:20.000Z,,
2024-07-06T11:15:00.000Z,,
2024-07-06T11:26:40.000Z,3.000000,4.000000
2024-07-06T11:38:20.000Z,,
2024-07-06T11:50:00.000Z,,
2024-07-06T12:01:40.000Z,,
2024-07-06T12:13:20.000Z,,
2024-07-06T12:25:00.000Z,3.000000,3.000000
2024-07-06T12:36:40.000Z,,
2024-07-06T12:48:20.000Z,,
2024-07-06T13:00:00.000Z,,
2024-07-06T13:11:40.000Z,,
2024-07-06T13:23:20.000Z,4.000000,5.000000
2024-07-06T13:35:00.000Z,,
2024-07-06T13:46:40.000Z,,
2024-07-06T13:58:20.000Z,,
2024-07-06T14:10:00.000Z,,
2024-07-06T14:21:40.000Z,,
2024-07-06T14:33:20.000Z,3.000000,3.000000
2024-07-06T14:45:00.000Z,,
2024-07-06T14:56:40.000Z,,
2024-07-06T15:08:20.000Z,,
2024-07-06T15:20:00.000Z,,
2024-07-06T15:31:40.000Z,7.000000,8.000000
2024-07-06T15:43:20.000Z,,
2024-07-06T15:55:00.000Z,,
2024-07-06T16:06:40.000Z,,
2024-07-06T16:18:20.000Z,,
2024-07-06T16:30:00.000Z,3.000000,3.000000
2024-07-06T16:41:40.000Z,,
2024-07-06T16:53:20.000Z,,
2024-07-06T17:05:00.000Z,,
2024-07-06T17:16:40.000Z,,
2024-07-06T17:28:20.000Z,4.000000,5.000000
2024-07-06T17:40:00.000Z,,
2024-07-06T17:51:40.000Z,,
2024-07-06T18:03:20.000Z,,
2024-07-06T18:15:00.000Z,,
2024-07-06T18:26:40.000Z,,
2024-07-06T18:38:20.000Z,3.000000,3.000000
2024-07-06T18:50:00.000Z,,
2024-07-06T19:01:40.000Z,,
2024-07-06T19:13:20.000Z,,
2024-07-06T19:25:00.000Z,,
2024-07-06T19:36:40.000Z,7.000000,9.000000
2024-07-06T19:48:20.000Z,,
2024-07-06T20:00:00.000Z,,
2024-07-06T20:11:40.000Z,,
2024-07-06T20:23:20.000Z,,
2024-07-06T20:35:00.000Z,3.000000,3.000000
2024-07-06T20:46:40.000Z,,
2024-07-06T20:58:20.000Z,,
2024-07-06T21:10:00.000Z,,
2024-07-06T21:21:40.000Z,,
2024-07-06T21:33:20.000Z,8.000000,10.000000
2024-07-06T21:45:00.000Z,,
2024-07-06T21:56:40.000Z,,
2024-07-06T22:08:20.000Z,,
2024-07-06T22:20:00.000Z,,
2024-07-06T22:31:40.000Z,3.000000,3.000000
2024-07-06T22:43:20.000Z,,
2024-07-06T22:55:00.000Z,,
2024-07-06T23:06:40.000Z,,
2024-07-06T23:18:20.000Z,,
2024-07-06T23:30:00.000Z,,
2024-07-06T23:41:40.000Z,3.000000,3.000000
2024-07-06T23:53:20.000Z,,
2024-07-07T00:05:00.000Z,,
2024-07-07T00:16:40.000Z,,
2024-07-07T00:28:20.000Z,,
2024-07-07T00:40:00.000Z,3.000000,3.000000
2024-07-07T00:51:40.000Z,,
2024-07-07T01:03:20.000Z,,
2024-07-07T01:15:00.000Z,,
2024-07-07T01:26:40.000Z,,
2024-07-07T01:38:20.000Z,5.000000,6.000000
2024-07-07T01:50:00.000Z,,
2024-07-07T02:01:40.000Z,,
2024-07-07T02:13:20.000Z,,
2024-07-07T02:25:00.000Z,,
2024-07-07T02:36:40.000Z,3.000000,3.000000
2024-07-07T02:48:20.000Z,,
2024-07-07T03:00:00.000Z,,
2024-07-07T03:11:40.000Z,,
2024-07-07T03:23:20.000Z,,
2024-07-07T03:35:00.000Z,,
2024-07-07T03:46:40.000Z,3.000000,3.000000
2024-07-07T03:58:20.000Z,,
2024-07-07T04:10:00.000Z,,
2024-07-07T04:21:40.000Z,,
2024-07-07T04:33:20.000Z,,
2024-07-07T04:45:00.000Z,3.000000,3.000000
2024-07-07T04:56:40.000Z,,
2024-07-07T05:08:20.000Z,,
2024-07-07T05:20:00.000Z,,
2024-07-07T05:31:40.000Z,,
2024-07-07T05:43:20.000Z,3.000000,3.000000
2024-07-07T05:55:00.000Z,,
2024-07-07T06:06:40.000Z,,
2024-07-07T06:18:20.000Z,,
2024-07-07T06:30:00.000Z,,
2024-07-07T06:41:40.000Z,3.000000,3.000000
2024-07-07T06:53:20.000Z,,
2024-07-07T07:05:00.000Z,,
2024-07-07T07:16:40.000Z,,
2024-07-07T07:28:20.000Z,,
2024-07-07T07:40:00.000Z,,
2024-07-07T07:51:40.000Z,3.000000,3.000000
2024-07-07T08:03:20.000Z,,
2024-07-07T08:15:00.000Z,,
2024-07-07T08:26:40.000Z,,
2024-07-07T08:38:20.000Z,,
2024-07-07T08:50:00.000Z,3.000000,3.000000
2024-07-07T09:01:40.000Z,,
2024-07-07T09:13:20.000Z,,
2024-07-07T09:25:00.000Z,,
2024-07-07T09:36:40.000Z,,
2024-07-07T09:48:20.000Z,4.000000,5.000000
2024-07-07T10:00:00.000Z,,
2024-07-07T10:11:40.000Z,,
2024-07-07T10:23:20.000Z,,
2024-07-07T10:35:00.000Z,,
2024-07-07T10:46:40.000Z,,
2024-07-07T10:58:20.000Z,3.000000,3.000000
2024-07-07T11:10:00.000Z,,
2024-07-07T11:21:40.000Z,,
2024-07-07T11:33:20.000Z,,
2024-07-07T11:45:00.000Z,,
2024-07-07T11:56:40.000Z,3.000000,4.000000
2024-07-07T12:08:20.000Z,,
2024-07-07T12:20:00.000Z,,
2024-07-07T12:31:40.000Z,,
2024-07-07T12:43:20.000Z,,
2024-07-07T12:55:00.000Z,3.000000,3.000000
2024-07-07T13:06:40.000Z,,
2024-07-07T13:18:20.000Z,,
2024-07-07T13:30:00.000Z,,
2024-07-07T13:41:40.000Z,,
2024-07-07T13:53:20.000Z,3.000000,3.000000
2024-07-07T14:05:00.000Z,,
2024-07-07T14:16:40.000Z,,
2024-07-07T14:28:20.000Z,,
2024-07-07T14:40:00.000Z,,
2024-07-07T14:51:40.000Z,,
2024-07-07T15:03:20.000Z,3.000000,3.000000
2024-07-07T15:15:00.000Z,,
2024-07-07T15:26:40.000Z,,
2024-07-07T15:38:20.000Z,,
2024-07-07T15:50:00.000Z,,
2024-07-07T16:01:40.000Z,3.000000,4.000000
2024-07-07T16:13:20.000Z,,
2024-07-07T16:25:00.000Z,,
2024-07-07T16:36:40.000Z,,
2024-07-07T16:48:20.000Z,,
2024-07-07T17:00:00.000Z,3.000000,3.000000
2024-07-07T17:11:40.000Z,,
2024-07-07T17:23:20.000Z,,
2024-07-07T17:35:00.000Z,,
2024-07-07T17:46:40.000Z,,
2024-07-07T17:58:20.000Z,4.000000,5.000000
2024-07-07T18:10:00.000Z,,
2024-07-07T18:21:40.000Z,,
2024-07-07T18:33:20.000Z,,
2024-07-07T18:45:00.000Z,,
2024-07-07T18:56:40.000Z,,
2024-07-07T19:08:20.000Z,3.000000,3.000000
2024-07-07T19:20:00.000Z,,
2024-07-07T19:31:40.000Z,,
2024-07-07T19:43:20.000Z,,
2024-07-07T19:55:00.000Z,,
2024-07-07T20:06:40.000Z,3.000000,3.000000
2024-07-07T20:18:20.000Z,,
2024-07-07T20:30:00.000Z,,
2024-07-07T20:41:40.000Z,,
2024-07-07T20:53:20.000Z,,
2024-07-07T21:05:00.000Z,3.000000,3.000000
2024-07-07T21:16:40.000Z,,
2024-07-07T21:28:20.000Z,,
2024-07-07T21:40:00.000Z,,
2024-07-07T21:51:40.000Z,,
2024-07-07T22:03:20.000Z,5.000000,6.000000
2024-07-07T22:15:00.000Z,,
2024-07-07T22:26:40.000Z,,
2024-07-07T22:38:20.000Z,,
2024-07-07T22:50:00.000Z,,
2024-07-07T23:01:40.000Z,,
2024-07-07T23:13:20.000Z,3.000000,3.000000
2024-07-07T23:25:00.000Z,,
2024-07-07T23:36:40.000Z,,
2024-07-07T23:48:20.000Z,,
2024-07-08T00:00:00.000Z,,
2024-07-08T00:11:40.000Z,4.000000,5.000000
2024-07-08T00:23:20.000Z,,
2024-07-08T00:35:00.000Z,,
2024-07-08T00:46:40.000Z,,
2024-07-08T00:58:20.000Z,,
2024-07-08T01:10:00.000Z,3.000000,3.000000
2024-07-08T01:21:40.000Z,,
2024-07-08T01:33:20.000Z,,
2024-07-08T01:45:00.000Z,,
2024-07-08T01:56:40.000Z,,
2024-07-08T02:08:20.000Z,3.000000,3.000000
2024-07-08T02:20:00.000Z,,
2024-07-08T02:31:40.000Z,,
2024-07-08T02:43:20.000Z,,
2024-07-08T02:55:00.000Z,,
2024-07-08T03:06:40.000Z,,
2024-07-08T03:18:20.000Z,3.000000,3.000000
2024-07-08T03:30:00.000Z,,
2024-07-08T03:41:40.000Z,,
2024-07-08T03:53:20.000Z,,
2024-07-08T04:05:00.000Z,,
2024-07-08T04:16:40.000Z,3.000000,3.000000
2024-07-08T04:28:20.000Z,,
2024-07-08T04:40:00.000Z,,
2024-07-08T04:51:40.000Z,,
2024-07-08T05:03:20.000Z,,
2024-07-08T05:15:00.000Z,3.000000,3.000000
2024-07-08T05:26:40.000Z,,
2024-07-08T05:38:20.000Z,,
2024-07-08T05:50:00.000Z,,
2024-07-08T06:01:40.000Z,,
2024-07-08T06:13:20.000Z,3.000000,3.000000
2024-07-08T06:25:00.000Z,,
2024-07-08T06:36:40.000Z,,
2024-07-08T06:48:20.000Z,,
2024-07-08T07:00:00.000Z,,
2024-07-08T07:11:40.000Z,,
2024-07-08T07:23:20.000Z,3.000000,3.000000
2024-07-08T07:35:00.000Z,,
2024-07-08T07:46:40.000Z,,
2024-07-08T07:58:20.000Z,,
2024-07-08T08:10:00.000Z,,
2024-07-08T08:21:40.000Z,3.000000,3.000000
2024-07-08T08:33:20.000Z,,
2024-07-08T08:45:00.000Z,,
2024-07-08T08:56:40.000Z,,
2024-07-08T09:08:20.000Z,,
2024-07-08T09:20:00.000Z,3.000000,3.000000
2024-07-08T09:31:40.000Z,,
2024-07-08T09:43:20.000Z,,
2024-07-08T09:55:00.000Z,,
2024-07-08T10:06:40.000Z,,
2024-07-08T10:18:20.000Z,3.000000,3.000000
2024-07-08T10:30:00.000Z,,
2024-07-08T10:41:40.000Z,,
2024-07-08T10:53:20.000Z,,
2024-07-08T11:05:00.000Z,,
2024-07-08T11:16:40.000Z,,
2024-07-08T11:28:20.000Z,3.000000,3.000000
2024-07-08T11:40:00.000Z,,
2024-07-08T11:51:40.000Z,,
2024-07-08T12:03:20.000Z,,
2024-07-08T12:15:00.000Z,,
2024-07-08T12:26:40.000Z,3.000000,3.000000
2024-07-08T12:38:20.000Z,,
2024-07-08T12:50:00.000Z,,
2024-07-08T13:01:40.000Z,,
2024-07-08T13:13:20.000Z,,
2024-07-08T13:25:00.000Z,3.000000,3.000000
2024-07-08T13:36:40.000Z,,
2024-07-08T13:48:20.000Z,,
2024-07-08T14:00:00.000Z,,
2024-07-08T14:11:40.000Z,,
2024-07-08T14:23:20.000Z,,
2024-07-08T14:35:00.000Z,3.000000,4.000000
2024-07-08T14:46:40.000Z,,
2024-07-08T14:58:20.000Z,,
2024-07-08T15:10:00.000Z,,
2024-07-08T15:21:40.000Z,,
2024-07-08T15:33:20.000Z,3.000000,3.000000
2024-07-08T15:45:00.000Z,,
2024-07-08T15:56:40.000Z,,
2024-07-08T16:08:20.000Z,,
2024-07-08T16:20:00.000Z,,
2024-07-08T16:31:40.000Z,6.000000,7.000000
2024-07-08T16:43:20.000Z,,
2024-07-08T16:55:00.000Z,,
2024-07-08T17:06:40.000Z,,
2024-07-08T17:18:20.000Z,,
2024-07-08T17:30:00.000Z,3.000000,3.000000
2024-07-08T17:41:40.000Z,,
2024-07-08T17:53:20.000Z,,
2024-07-08T18:05:00.000Z,,
2024-07-08T18:16:40.000Z,,
2024-07-08T18:28:20.000Z,,
2024-07-08T18:40:00.000Z,4.000000,5.000000
2024-07-08T18:51:40.000Z,,
2024-07-08T19:03:20.000Z,,
2024-07-08T19:15:00.000Z,,
2024-07-08T19:26:40.000Z,,
2024-07-08T19:38:20.000Z,3.000000,3.000000
2024-07-08T19:50:00.000Z,,
2024-07-08T20:01:40.000Z,,
2024-07-08T20:13:20.000Z,,
2024-07-08T20:25:00.000Z,,
2024-07-08T20:36:40.000Z,4.000000,5.000000
2024-07-08T20:48:20.000Z,,
2024-07-08T21:00:00.000Z,,
2024-07-08T21:11:40.000Z,,
2024-07-08T21:23:20.000Z,,
2024-07-08T21:35:00.000Z,3.000000,3.000000
2024-07-08T21:46:40.000Z,,
2024-07-08T21:58:20.000Z,,
2024-07-08T22:10:00.000Z,,
2024-07-08T22:21:40.000Z,,
2024-07-08T22:33:20.000Z,5.000000,6.000000
2024-07-08T22:45:00.000Z,,
2024-07-08T22:56:40.000Z,,
2024-07-08T23:08:20.000Z,,
2024-07-08T23:20:00.000Z,,
2024-07-08T23:31:40.000Z,,
2024-07-08T23:43:20.000Z,3.000000,3.000000
2024-07-08T23:55:00.000Z,,
2024-07-09T00:06:40.000Z,,
2024-07-09T00:18:20.000Z,,
2024-07-09T00:30:00.000Z,,
2024-07-09T00:41:40.000Z,4.000000,5.000000
2024-07-09T00:53:20.000Z,,
2024-07-09T01:05:00.000Z,,
2024-07-09T01:16:40.000Z,,
2024-07-09T01:28:20.000Z,,
2024-07-09T01:40:00.000Z,3.000000,3.000000
2024-07-09T01:51:40.000Z,,
2024-07-09T02:03:20.000Z,,
2024-07-09T02:15:00.000Z,,
2024-07-09T02:26:40.000Z,,
2024-07-09T02:38:20.000Z,4.000000,5.000000
2024-07-09T02:50:00.000Z,,
2024-07-09T03:01:40.000Z,,
2024-07-09T03:13:20.000Z,,
2024-07-09T03:25:00.000Z,,
2024-07-09T03:36:40.000Z,3.000000,3.000000
2024-07-09T03:48:20.000Z,,
2024-07-09T04:00:00.000Z,,
2024-07-09T04:11:40.000Z,,
2024-07-09T04:23:20.000Z,,
2024-07-09T04:35:00.000Z,,
2024-07-09T04:46:40.000Z,3.000000,3.000000
2024-07-09T04:58:20.000Z,,
2024-07-09T05:10:00.000Z,,
2024-07-09T05:21:40.000Z,,
2024-07-09T05:33:20.000Z,,
2024-07-09T05:45:00.000Z,3.000000,3.000000
2024-07-09T05:56:40.000Z,,
2024-07-09T06:08:20.000Z,,
2024-07-09T06:20:00.000Z,,
2024-07-09T06:31:40.000Z,,
2024-07-09T06:43:20.000Z,3.000000,3.000000
2024-07-09T06:55:00.000Z,,
2024-07-09T07:06:40.000Z,,
2024-07-09T07:18:20.000Z,,
2024-07-09T07:30:00.000Z,,
2024-07-09T07:41:40.000Z,3.000000,3.000000
2024-07-09T07:53:20.000Z,,
2024-07-09T08:05:00.000Z,,
2024-07-09T08:16:40.000Z,,
2024-07-09T08:28:20.000Z,,
2024-07-09T08:40:00.000Z,3.000000,3.000000
2024-07-09T08:51:40.000Z,,
2024-07-09T09:03:20.000Z,,
2024-07-09T09:15:00.000Z,,
2024-07-09T09:26:40.000Z,,
2024-07-09T09:38:20.000Z,,
2024-07-09T09:50:00.000Z,3.000000,3.000000
2024-07-09T10:01:40.000Z,,
2024-07-09T10:13:20.000Z,,
2024-07-09T10:25:00.000Z,,
2024-07-09T10:36:40.000Z,,
2024-07-09T10:48:20.000Z,6.000000,7.000000
2024-07-09T11:00:00.000Z,,
2024-07-09T11:11:40.000Z,,
2024-07-09T11:23:20.000Z,,
2024-07-09T11:35:00.000Z,,
2024-07-09T11:46:40.000Z,3.000000,3.000000
2024-07-09T11:58:20.000Z,,
2024-07-09T12:10:00.000Z,,
2024-07-09T12:21:40.000Z,,
2024-07-09T12:33:20.000Z,,
2024-07-09T12:45:00.000Z,3.000000,3.000000
2024-07-09T12:56:40.000Z,,
2024-07-09T13:08:20.000Z,,
2024-07-09T13:20:00.000Z,,
2024-07-09T13:31:40.000Z,,
2024-07-09T13:43:20.000Z,,
2024-07-09T13:55:00.000Z,3.000000,3.000000
2024-07-09T14:06:40.000Z,,
2024-07-09T14:18:20.000Z,,
2024-07-09T14:30:00.000Z,,
2024-07-09T14:41:40.000Z,,
2024-07-09T14:53:20.000Z,9.000000,11.000000
2024-07-09T15:05:00.000Z,,
2024-07-09T15:16:40.000Z,,
2024-07-09T15:28:20.000Z,,
2024-07-09T15:40:00.000Z,,
2024-07-09T15:51:40.000Z,3.000000,3.000000
2024-07-09T16:03:20.000Z,,
2024-07-09T16:15:00.000Z,,
2024-07-09T16:26:40.000Z,,